strain,locusId,gene_id,gene_name,description
WCS417,GFF1402,WCS417:GFF1402,PS417_07125,RNA polymerase sigma-H factor AlgU
WCS417,GFF1681,WCS417:GFF1681,PS417_08555,protease HtpX
WCS417,GFF5035,WCS417:GFF5035,PS417_25795,LPS biosynthesis protein
WCS417,GFF1226,WCS417:GFF1226,PS417_06230,farnesyl-diphosphate synthase
WCS417,GFF3802,WCS417:GFF3802,PS417_19465,cell division inhibitor MinD
WCS417,GFF4817,WCS417:GFF4817,PS417_24640,magnesium transporter
WCS417,GFF5266,WCS417:GFF5266,PS417_26965,thymidylate synthase
WCS417,GFF584,WCS417:GFF584,PS417_02970,acetyl-CoA carboxylase
WCS417,GFF1518,WCS417:GFF1518,PS417_07720,chemotaxis protein CheY
WCS417,GFF3579,WCS417:GFF3579,PS417_18325,phenylalanyl-tRNA synthetase
WCS417,GFF5408,WCS417:GFF5408,PS417_27685,cytochrome C
WCS417,GFF455,WCS417:GFF455,PS417_02325,aldo/keto reductase
WCS417,GFF4533,WCS417:GFF4533,PS417_23200,cysteine desulfurase
WCS417,GFF1237,WCS417:GFF1237,PS417_06285,DNA polymerase III subunit alpha
WCS417,GFF4702,WCS417:GFF4702,PS417_24055,molecular chaperone DnaJ
WCS417,GFF854,WCS417:GFF854,PS417_04335,PTS fructose transporter subunit IIA
WCS417,GFF5435,WCS417:GFF5435,PS417_27820,guanylate kinase
WCS417,GFF3244,WCS417:GFF3244,PS417_16605,NADH:ubiquinone oxidoreductase
WCS417,GFF5442,WCS417:GFF5442,PS417_27855,biopolymer transporter ExbD
WCS417,GFF4700,WCS417:GFF4700,PS417_24045,carbamoyl phosphate synthase small subunit
WCS417,GFF1023,WCS417:GFF1023,PS417_05185,signal peptidase
WCS417,GFF5233,WCS417:GFF5233,PS417_26795,RNA polymerase sigma 70
WCS417,GFF4540,WCS417:GFF4540,PS417_23235,preprotein translocase subunit SecD
WCS417,GFF1241,WCS417:GFF1241,PS417_06305,2-dehydro-3-deoxyphosphooctonate aldolase
WCS417,GFF451,WCS417:GFF451,PS417_02300,lipid transporter ATP-binding/permease
WCS417,GFF4833,WCS417:GFF4833,PS417_24720,rod shape-determining protein RodA
WCS417,GFF4953,WCS417:GFF4953,PS417_25385,single-stranded DNA-binding protein
WCS417,GFF10,WCS417:GFF10,PS417_00050,histidinol phosphatase
WCS417,GFF818,WCS417:GFF818,PS417_04155,ubiquinol-cytochrome C reductase
WCS417,GFF435,WCS417:GFF435,PS417_02220,pyruvate dehydrogenase
WCS417,GFF1573,WCS417:GFF1573,PS417_08005,trans-2-enoyl-CoA reductase
WCS417,GFF5476,WCS417:GFF5476,PS417_28025,4-hydroxybenzoate polyprenyltransferase
WCS417,GFF1180,WCS417:GFF1180,PS417_06000,peptide chain release factor 2
WCS417,GFF3922,WCS417:GFF3922,PS417_20085,DNA replication initiation factor
WCS417,GFF2115,WCS417:GFF2115,PS417_10790,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
WCS417,GFF4699,WCS417:GFF4699,PS417_24040,carbamoyl phosphate synthase large subunit
WCS417,GFF1025,WCS417:GFF1025,PS417_05195,GTPase Era
WCS417,GFF3192,WCS417:GFF3192,PS417_16345,biopolymer transporter ExbB
WCS417,GFF4522,WCS417:GFF4522,PS417_23145,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
WCS417,GFF4816,WCS417:GFF4816,PS417_24635,rRNA maturation factor
WCS417,GFF5157,WCS417:GFF5157,PS417_26415,"fructose-1,6-bisphosphate aldolase"
WCS417,GFF2626,WCS417:GFF2626,PS417_13380,alcohol dehydrogenase
WCS417,GFF4756,WCS417:GFF4756,PS417_24325,ferredoxin-NADP reductase
WCS417,GFF1504,WCS417:GFF1504,PS417_07650,pyridine nucleotide-disulfide oxidoreductase
WCS417,GFF1224,WCS417:GFF1224,PS417_06220,uridylate kinase
WCS417,GFF2714,WCS417:GFF2714,PS417_13845,enoyl-CoA hydratase
WCS417,GFF493,WCS417:GFF493,PS417_02515,adenylosuccinate synthetase
WCS417,GFF1234,WCS417:GFF1234,PS417_06270,UDP-N-acetylglucosamine acyltransferase
WCS417,GFF1181,WCS417:GFF1181,PS417_06005,lysyl-tRNA synthetase
WCS417,GFF1596,WCS417:GFF1596,PS417_08120,MFS transporter
WCS417,GFF3191,WCS417:GFF3191,PS417_16340,biopolymer transporter ExbD
WCS417,GFF1714,WCS417:GFF1714,PS417_08720,thiol:disulfide interchange protein
WCS417,GFF2260,WCS417:GFF2260,PS417_11525,ADP-ribose pyrophosphatase
WCS417,GFF490,WCS417:GFF490,PS417_02500,membrane protein
WCS417,GFF911,WCS417:GFF911,PS417_04625,phospho-N-acetylmuramoyl-pentapeptide- transferase
WCS417,GFF1509,WCS417:GFF1509,PS417_07675,multidrug ABC transporter substrate-binding protein
WCS417,GFF5045,WCS417:GFF5045,PS417_25845,"2', 3'-cyclic nucleotide 2'-phosphodiesterase"
WCS417,GFF1024,WCS417:GFF1024,PS417_05190,ribonuclease III
WCS417,GFF1747,WCS417:GFF1747,PS417_08885,succinate dehydrogenase
WCS417,GFF3801,WCS417:GFF3801,PS417_19460,septum formation inhibitor
WCS417,GFF1750,WCS417:GFF1750,PS417_08900,dihydrolipoamide succinyltransferase
WCS417,GFF4530,WCS417:GFF4530,PS417_23185,co-chaperone HscB
WCS417,GFF5036,WCS417:GFF5036,PS417_25800,molecular chaperone SurA
WCS417,GFF793,WCS417:GFF793,PS417_04030,peptide chain release factor 3
WCS417,GFF741,WCS417:GFF741,PS417_03765,peptidase A8
WCS417,GFF1492,WCS417:GFF1492,PS417_07590,DNA topoisomerase I
WCS417,GFF360,WCS417:GFF360,PS417_01835,twin-arginine protein translocation system subunit TatC
WCS417,GFF12,WCS417:GFF12,PS417_00060,glycyl-tRNA synthetase
WCS417,GFF470,WCS417:GFF470,PS417_02400,DNA topoisomerase IV subunit A
WCS417,GFF4311,WCS417:GFF4311,PS417_22080,3-hydroxybutyryl-CoA dehydratase
WCS417,GFF5161,WCS417:GFF5161,PS417_26435,glyceraldehyde-3-phosphate dehydrogenase
WCS417,GFF701,WCS417:GFF701,PS417_03565,peptidyl-tRNA hydrolase
WCS417,GFF3303,WCS417:GFF3303,PS417_16905,"UDP-2,3-diacylglucosamine hydrolase"
WCS417,GFF4602,WCS417:GFF4602,PS417_23550,GTPase CgtA
WCS417,GFF4250,WCS417:GFF4250,PS417_21770,HAD family hydrolase
WCS417,GFF367,WCS417:GFF367,PS417_01870,ubiquinone biosynthesis methyltransferase UbiE
WCS417,GFF450,WCS417:GFF450,PS417_02295,polymerase
WCS417,GFF5221,WCS417:GFF5221,PS417_26735,membrane protein
WCS417,GFF834,WCS417:GFF834,PS417_04235,glutamyl-tRNA amidotransferase
WCS417,GFF1244,WCS417:GFF1244,PS417_06320,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
WCS417,GFF3240,WCS417:GFF3240,PS417_16585,NADH:ubiquinone oxidoreductase
WCS417,GFF583,WCS417:GFF583,PS417_02965,acetyl-CoA carboxylase
WCS417,GFF908,WCS417:GFF908,PS417_04610,cell division protein
WCS417,GFF3249,WCS417:GFF3249,PS417_16630,NADH:ubiquinone oxidoreductase subunit M
WCS417,GFF491,WCS417:GFF491,PS417_02505,membane protease HflC
WCS417,GFF4821,WCS417:GFF4821,PS417_24660,leucine--tRNA ligase
WCS417,GFF439,WCS417:GFF439,PS417_02240,glucosyltransferase I RfaG
WCS417,GFF4470,WCS417:GFF4470,PS417_22880,threonine synthase
WCS417,GFF2426,WCS417:GFF2426,PS417_12370,inorganic polyphosphate kinase
WCS417,GFF507,WCS417:GFF507,PS417_02585,DNA helicase
WCS417,GFF5345,WCS417:GFF5345,PS417_27365,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
WCS417,GFF1665,WCS417:GFF1665,PS417_08475,hypothetical protein
WCS417,GFF3300,WCS417:GFF3300,PS417_16890,cysteinyl-tRNA synthetase
WCS417,GFF1016,WCS417:GFF1016,PS417_05150,valyl-tRNA synthetase
WCS417,GFF5051,WCS417:GFF5051,PS417_25875,DNA primase
WCS417,GFF2930,WCS417:GFF2930,PS417_14990,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
WCS417,GFF1117,WCS417:GFF1117,PS417_05665,methionine--tRNA ligase
WCS417,GFF919,WCS417:GFF919,PS417_04665,cell division protein FtsZ
WCS417,GFF4458,WCS417:GFF4458,PS417_22820,proline--tRNA ligase
WCS417,GFF4747,WCS417:GFF4747,PS417_24280,serine hydroxymethyltransferase
WCS417,GFF231,WCS417:GFF231,PS417_01170,chemotaxis protein CheY
WCS417,GFF913,WCS417:GFF913,PS417_04635,cell division protein FtsW
WCS417,GFF1288,WCS417:GFF1288,PS417_06545,pH-dependent sodium/proton antiporter
WCS417,GFF5236,WCS417:GFF5236,PS417_26810,cell division protein FtsY
WCS417,GFF3248,WCS417:GFF3248,PS417_16625,NADH-quinone oxidoreductase subunit L
WCS417,GFF868,WCS417:GFF868,PS417_04405,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
WCS417,GFF1240,WCS417:GFF1240,PS417_06300,CTP synthetase
WCS417,GFF4521,WCS417:GFF4521,PS417_23140,histidinol dehydrogenase
WCS417,GFF4508,WCS417:GFF4508,PS417_23075,inosine-5-monophosphate dehydrogenase
WCS417,GFF5014,WCS417:GFF5014,PS417_25690,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
WCS417,GFF1227,WCS417:GFF1227,PS417_06235,phosphatidate cytidylyltransferase
WCS417,GFF5437,WCS417:GFF5437,PS417_27830,(p)ppGpp synthetase
WCS417,GFF228,WCS417:GFF228,PS417_01155,glutamate--cysteine ligase
WCS417,GFF1081,WCS417:GFF1081,PS417_05485,transporter
WCS417,GFF708,WCS417:GFF708,PS417_03600,glutamyl-tRNA reductase
WCS417,GFF3301,WCS417:GFF3301,PS417_16895,glutamate--tRNA ligase
WCS417,GFF5513,WCS417:GFF5513,PS417_28215,pyruvate carboxylase subunit A
WCS417,GFF2416,WCS417:GFF2416,PS417_12320,amino acid ABC transporter substrate-binding protein
WCS417,GFF738,WCS417:GFF738,PS417_03750,membrane protein
WCS417,GFF441,WCS417:GFF441,PS417_02250,heptose kinase
WCS417,GFF390,WCS417:GFF390,PS417_01985,3-dehydroquinate synthase
WCS417,GFF5210,WCS417:GFF5210,PS417_26680,energy transducer TonB
WCS417,GFF884,WCS417:GFF884,PS417_04490,glycerol acyltransferase
WCS417,GFF1248,WCS417:GFF1248,PS417_06340,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
WCS417,GFF448,WCS417:GFF448,PS417_02285,glycosyl transferase family 1
WCS417,GFF5023,WCS417:GFF5023,PS417_25735,ribulose-phosphate 3-epimerase
WCS417,GFF5212,WCS417:GFF5212,PS417_26690,Holliday junction resolvase
WCS417,GFF3650,WCS417:GFF3650,PS417_18680,glutamyl-tRNA synthetase
WCS417,GFF707,WCS417:GFF707,PS417_03595,hypothetical protein
WCS417,GFF4928,WCS417:GFF4928,PS417_25260,riboflavin synthase subunit alpha
WCS417,GFF1404,WCS417:GFF1404,PS417_07135,serine peptidase
WCS417,GFF4927,WCS417:GFF4927,PS417_25255,"3,4-dihydroxy-2-butanone 4-phosphate synthase"
WCS417,GFF1020,WCS417:GFF1020,PS417_05170,permease
WCS417,GFF474,WCS417:GFF474,PS417_02420,phosphatidylserine decarboxylase
WCS417,GFF238,WCS417:GFF238,PS417_01205,molecular chaperone Hsp33
WCS417,GFF4114,WCS417:GFF4114,PS417_21075,methylcitrate synthase
WCS417,GFF2064,WCS417:GFF2064,PS417_10525,succinyl-CoA:3-ketoacid-CoA transferase
WCS417,GFF1021,WCS417:GFF1021,PS417_05175,permease
WCS417,GFF4157,WCS417:GFF4157,PS417_21295,electron transfer flavoprotein subunit beta
WCS417,GFF5560,WCS417:GFF5560,PS417_28455,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
WCS417,GFF709,WCS417:GFF709,PS417_03605,peptide chain release factor 1
WCS417,GFF3231,WCS417:GFF3231,PS417_16540,tRNA 2-thiouridylase
WCS417,GFF3233,WCS417:GFF3233,PS417_16550,adenylosuccinate lyase
WCS417,GFF1109,WCS417:GFF1109,PS417_05625,ribonuclease T
WCS417,GFF1397,WCS417:GFF1397,PS417_07100,aminomethyltransferase
WCS417,GFF706,WCS417:GFF706,PS417_03590,membrane protein
WCS417,GFF4115,WCS417:GFF4115,PS417_21080,2-methylisocitrate lyase
WCS417,GFF1232,WCS417:GFF1232,PS417_06260,UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase
WCS417,GFF5577,WCS417:GFF5577,PS417_28540,tRNA modification GTPase MnmE
WCS417,GFF2400,WCS417:GFF2400,PS417_12235,DNA polymerase III subunit epsilon
WCS417,GFF4701,WCS417:GFF4701,PS417_24050,dihydrodipicolinate reductase
WCS417,GFF1595,WCS417:GFF1595,PS417_08115,DNA gyrase subunit A
WCS417,GFF4382,WCS417:GFF4382,PS417_22435,protein tolQ
WCS417,GFF5512,WCS417:GFF5512,PS417_28210,pyruvate carboxylase subunit B
WCS417,GFF1097,WCS417:GFF1097,PS417_05565,glycerol-3-phosphate dehydrogenase
WCS417,GFF389,WCS417:GFF389,PS417_01980,shikimate kinase
WCS417,GFF853,WCS417:GFF853,PS417_04330,glmZ(sRNA)-inactivating NTPase
WCS417,GFF1067,WCS417:GFF1067,PS417_05415,glutamate synthase
WCS417,GFF1239,WCS417:GFF1239,PS417_06295,tRNA(Ile)-lysidine synthetase
WCS417,GFF4228,WCS417:GFF4228,PS417_21660,alanyl-tRNA synthetase
WCS417,GFF4827,WCS417:GFF4827,PS417_24690,lipoyl synthase
WCS417,GFF3246,WCS417:GFF3246,PS417_16615,NADH dehydrogenase
WCS417,GFF740,WCS417:GFF740,PS417_03760,isoleucine--tRNA ligase
WCS417,GFF1709,WCS417:GFF1709,PS417_08695,heme transporter
WCS417,GFF1710,WCS417:GFF1710,PS417_08700,heme ABC transporter permease
WCS417,GFF1053,WCS417:GFF1053,PS417_05340,fimbrial protein
WCS417,GFF2522,WCS417:GFF2522,PS417_12860,hypothetical protein
WCS417,GFF5164,WCS417:GFF5164,PS417_26450,S-adenosylmethionine synthetase
WCS417,GFF4073,WCS417:GFF4073,PS417_20870,cell division protein ZipA
WCS417,GFF3578,WCS417:GFF3578,PS417_18320,phenylalanyl-tRNA synthetase
WCS417,GFF2555,WCS417:GFF2555,PS417_13025,MarR family transcriptional regulator
WCS417,GFF4507,WCS417:GFF4507,PS417_23070,GMP synthase
WCS417,GFF4480,WCS417:GFF4480,PS417_22930,cytochrome C assembly protein
WCS417,GFF3281,WCS417:GFF3281,PS417_16795,ABC transporter
WCS417,GFF2290,WCS417:GFF2290,PS417_11675,TetR family transcriptional regulator
WCS417,GFF3217,WCS417:GFF3217,PS417_16470,seryl-tRNA synthetase
WCS417,GFF3591,WCS417:GFF3591,PS417_18385,ribokinase
WCS417,GFF4595,WCS417:GFF4595,PS417_23515,thioredoxin reductase
WCS417,GFF577,WCS417:GFF577,PS417_02935,phosphoribosylamine--glycine ligase
WCS417,GFF379,WCS417:GFF379,PS417_01930,arginyl-tRNA synthetase
WCS417,GFF4404,WCS417:GFF4404,PS417_22545,hypothetical protein
WCS417,GFF5162,WCS417:GFF5162,PS417_26440,transketolase
WCS417,GFF917,WCS417:GFF917,PS417_04655,cell division protein FtsQ
WCS417,GFF1214,WCS417:GFF1214,PS417_06170,Fe-S metabolism protein SufE
WCS417,GFF3630,WCS417:GFF3630,PS417_18580,aspartate-semialdehyde dehydrogenase
WCS417,GFF5385,WCS417:GFF5385,PS417_27565,nucleoside diphosphate kinase regulator
WCS417,GFF2367,WCS417:GFF2367,PS417_12070,ribose 5-phosphate isomerase
WCS417,GFF3935,WCS417:GFF3935,PS417_20150,(p)ppGpp synthetase
WCS417,GFF906,WCS417:GFF906,PS417_04600,16S rRNA methyltransferase
WCS417,GFF453,WCS417:GFF453,PS417_02315,NAD-dependent dehydratase
WCS417,GFF4828,WCS417:GFF4828,PS417_24695,lipoate--protein ligase
WCS417,GFF4834,WCS417:GFF4834,PS417_24725,penicillin-binding protein 2
WCS417,GFF5494,WCS417:GFF5494,PS417_28120,N5-carboxyaminoimidazole ribonucleotide mutase
WCS417,GFF4388,WCS417:GFF4388,PS417_22465,aspartyl-tRNA synthetase
WCS417,GFF4848,WCS417:GFF4848,PS417_24795,aromatic acid decarboxylase
WCS417,GFF4605,WCS417:GFF4605,PS417_23565,octaprenyl-diphosphate synthase
WCS417,GFF909,WCS417:GFF909,PS417_04615,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase"
WCS417,GFF3186,WCS417:GFF3186,PS417_16315,UDP-N-acetylenolpyruvoylglucosamine reductase
WCS417,GFF5264,WCS417:GFF5264,PS417_26955,ATPase P
WCS417,GFF5378,WCS417:GFF5378,PS417_27530,porphobilinogen deaminase
WCS417,GFF2879,WCS417:GFF2879,PS417_14720,MarR family transcriptional regulator
WCS417,GFF4670,WCS417:GFF4670,PS417_23895,Fis family transcriptional regulator
WCS417,GFF440,WCS417:GFF440,PS417_02245,heptose kinase
WCS417,GFF1508,WCS417:GFF1508,PS417_07670,ABC transporter
WCS417,GFF4072,WCS417:GFF4072,PS417_20865,NAD-dependent DNA ligase LigA
WCS417,GFF5049,WCS417:GFF5049,PS417_25865,UGMP family protein
WCS417,GFF915,WCS417:GFF915,PS417_04645,UDP-N-acetylmuramate--alanine ligase
WCS417,GFF3929,WCS417:GFF3929,PS417_20120,phosphoribosylaminoimidazole synthetase
WCS417,GFF743,WCS417:GFF743,PS417_03775,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
WCS417,GFF3374,WCS417:GFF3374,PS417_17265,methenyltetrahydrofolate cyclohydrolase
WCS417,GFF3431,WCS417:GFF3431,PS417_17555,branched-chain alpha-keto acid dehydrogenase subunit E2
WCS417,GFF1479,WCS417:GFF1479,PS417_07520,23S rRNA methyltransferase
WCS417,GFF3250,WCS417:GFF3250,PS417_16635,NADH:ubiquinone oxidoreductase subunit N
WCS417,GFF578,WCS417:GFF578,PS417_02940,phosphoribosylaminoimidazolecarboxamide formyltransferase
WCS417,GFF11,WCS417:GFF11,PS417_00055,glycine-tRNA synthetase subunit beta
WCS417,GFF835,WCS417:GFF835,PS417_04240,glutamyl-tRNA amidotransferase
WCS417,GFF1708,WCS417:GFF1708,PS417_08690,cytochrome C biogenesis protein CcmA
WCS417,GFF5558,WCS417:GFF5558,PS417_28445,glucosamine--fructose-6-phosphate aminotransferase
WCS417,GFF4936,WCS417:GFF4936,PS417_25300,methionine ABC transporter ATP-binding protein
WCS417,GFF4315,WCS417:GFF4315,PS417_22100,keto-deoxy-phosphogluconate aldolase
WCS417,GFF5038,WCS417:GFF5038,PS417_25810,ribosomal RNA small subunit methyltransferase A
WCS417,GFF1235,WCS417:GFF1235,PS417_06275,lipid-A-disaccharide synthase
WCS417,GFF2284,WCS417:GFF2284,PS417_11645,chemotaxis protein
WCS417,GFF1507,WCS417:GFF1507,PS417_07665,cell division protein FtsX
WCS417,GFF4529,WCS417:GFF4529,PS417_23180,chaperone protein HscA
WCS417,GFF1712,WCS417:GFF1712,PS417_08710,cytochrome C biogenesis protein CcmE
WCS417,GFF14,WCS417:GFF14,PS417_00070,lipid A biosynthesis lauroyl acyltransferase
WCS417,GFF395,WCS417:GFF395,PS417_02010,uroporphyrinogen decarboxylase
WCS417,GFF3959,WCS417:GFF3959,PS417_20275,RNA helicase
WCS417,GFF4497,WCS417:GFF4497,PS417_23020,phosphoribosylformylglycinamidine synthase
WCS417,GFF4471,WCS417:GFF4471,PS417_22885,homoserine dehydrogenase
WCS417,GFF5410,WCS417:GFF5410,PS417_27695,alanine racemase
WCS417,GFF443,WCS417:GFF443,PS417_02260,serine/threonine protein kinase
WCS417,GFF1592,WCS417:GFF1592,PS417_08100,3-demethylubiquinone-9 3-methyltransferase
WCS417,GFF5276,WCS417:GFF5276,PS417_27015,ribose 5-phosphate isomerase
WCS417,GFF765,WCS417:GFF765,PS417_03890,dephospho-CoA kinase
WCS417,GFF5377,WCS417:GFF5377,PS417_27525,uroporphyrinogen-III synthase
WCS417,GFF1769,WCS417:GFF1769,PS417_09000,glycerol-3-phosphate dehydrogenase
WCS417,GFF313,WCS417:GFF313,PS417_01595,peptidase S41
WCS417,GFF365,WCS417:GFF365,PS417_01860,ubiquinone biosynthesis protein UbiB
WCS417,GFF466,WCS417:GFF466,PS417_02380,serine/threonine protein phosphatase
WCS417,GFF472,WCS417:GFF472,PS417_02410,histidine kinase
WCS417,GFF21,WCS417:GFF21,PS417_00110,tRNA threonylcarbamoyladenosine biosynthesis protein RimN
WCS417,GFF4240,WCS417:GFF4240,PS417_21720,AraC family transcriptional regulator
WCS417,GFF23,WCS417:GFF23,PS417_00120,coproporphyrinogen III oxidase
WCS417,GFF3800,WCS417:GFF3800,PS417_19455,lipid A biosynthesis lauroyl acyltransferase
WCS417,GFF452,WCS417:GFF452,PS417_02310,heptose 1-phosphate adenyltransferase
WCS417,GFF254,WCS417:GFF254,PS417_01295,"adenosine-3'(2'),5'-bisphosphate nucleotidase"
WCS417,GFF2943,WCS417:GFF2943,PS417_15060,GntR family transcriptional regulator
WCS417,GFF1600,WCS417:GFF1600,PS417_08140,cytidylate kinase
WCS417,GFF316,WCS417:GFF316,PS417_01610,sulfurtransferase
WCS417,GFF3624,WCS417:GFF3624,PS417_18550,folylpolyglutamate synthase
WCS417,GFF4195,WCS417:GFF4195,PS417_21485,ribonuclease E
WCS417,GFF4537,WCS417:GFF4537,PS417_23220,inositol monophosphatase
WCS417,GFF5387,WCS417:GFF5387,PS417_27580,diaminopimelate decarboxylase
WCS417,GFF5493,WCS417:GFF5493,PS417_28115,phosphoribosylaminoimidazole carboxylase
WCS417,GFF806,WCS417:GFF806,PS417_04095,histidine kinase
WCS417,GFF1713,WCS417:GFF1713,PS417_08715,cytochrome C biogenesis protein CcmF
WCS417,GFF910,WCS417:GFF910,PS417_04620,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
WCS417,GFF468,WCS417:GFF468,PS417_02390,DNA topoisomerase IV subunit B
WCS417,GFF1228,WCS417:GFF1228,PS417_06240,1-deoxy-D-xylulose 5-phosphate reductoisomerase
WCS417,GFF4203,WCS417:GFF4203,PS417_21525,4'-phosphopantetheinyl transferase
WCS417,GFF1482,WCS417:GFF1482,PS417_07535,erythronate-4-phosphate dehydrogenase
WCS417,GFF1780,WCS417:GFF1780,PS417_09055,orotidine 5'-phosphate decarboxylase
WCS417,GFF378,WCS417:GFF378,PS417_01925,cell division protein
WCS417,GFF5209,WCS417:GFF5209,PS417_26675,glutathione synthetase
WCS417,GFF4086,WCS417:GFF4086,PS417_20935,dihydroorotate dehydrogenase
WCS417,GFF1029,WCS417:GFF1029,PS417_05215,zinc-binding protein
WCS417,GFF4316,WCS417:GFF4316,PS417_22105,6-phosphogluconolactonase
WCS417,GFF739,WCS417:GFF739,PS417_03755,FMN adenylyltransferase
WCS417,GFF1715,WCS417:GFF1715,PS417_08725,cytochrome C
WCS417,GFF918,WCS417:GFF918,PS417_04660,cell division protein FtsA
WCS417,GFF1110,WCS417:GFF1110,PS417_05630,dihydroorotase
WCS417,GFF4180,WCS417:GFF4180,PS417_21410,DNA polymerase III subunit delta'
WCS417,GFF4063,WCS417:GFF4063,PS417_20815,DNA polymerase III subunit gamma/tau
WCS417,GFF3773,WCS417:GFF3773,PS417_19320,alpha/beta hydrolase
WCS417,GFF4811,WCS417:GFF4811,PS417_24610,"glutamate-1-semialdehyde 2,1-aminomutase"
WCS417,GFF3242,WCS417:GFF3242,PS417_16595,NADH dehydrogenase
WCS417,GFF3772,WCS417:GFF3772,PS417_19315,chorismate synthase
WCS417,GFF811,WCS417:GFF811,PS417_04120,tryptophan--tRNA ligase
WCS417,GFF3190,WCS417:GFF3190,PS417_16335,tetraacyldisaccharide 4'-kinase
WCS417,GFF2185,WCS417:GFF2185,PS417_11145,peptide ABC transporter ATP-binding protein
WCS417,GFF438,WCS417:GFF438,PS417_02235,ADP-heptose--LPS heptosyltransferase
WCS417,GFF4837,WCS417:GFF4837,PS417_24740,nicotinate-nucleotide adenylyltransferase
WCS417,GFF4922,WCS417:GFF4922,PS417_25230,GTP cyclohydrolase
WCS417,GFF4917,WCS417:GFF4917,PS417_25205,1-deoxy-D-xylulose-5-phosphate synthase
WCS417,GFF5426,WCS417:GFF5426,PS417_27775,phosphopantothenoylcysteine decarboxylase
WCS417,GFF4826,WCS417:GFF4826,PS417_24685,peptidase S66
WCS417,GFF4818,WCS417:GFF4818,PS417_24645,acyltransferase
WCS417,GFF5531,WCS417:GFF5531,PS417_28310,manganese ABC transporter ATP-binding protein
WCS417,GFF914,WCS417:GFF914,PS417_04640,UDP-diphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
WCS417,GFF2206,WCS417:GFF2206,PS417_11250,iron dicitrate transport regulator FecR
WCS417,GFF366,WCS417:GFF366,PS417_01865,sterol-binding protein
WCS417,GFF1027,WCS417:GFF1027,PS417_05205,pyridoxine 5'-phosphate synthase
WCS417,GFF1118,WCS417:GFF1118,PS417_05670,ATP-binding protein
WCS417,GFF5441,WCS417:GFF5441,PS417_27850,biopolymer transporter ExbB
WCS417,GFF3243,WCS417:GFF3243,PS417_16600,NADH dehydrogenase
WCS417,GFF710,WCS417:GFF710,PS417_03610,SAM-dependent methyltransferase
WCS417,GFF1211,WCS417:GFF1211,PS417_06155,succinyl-diaminopimelate desuccinylase
WCS417,GFF2590,WCS417:GFF2590,PS417_13200,isochorismate synthase
WCS417,GFF4672,WCS417:GFF4672,PS417_23905,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
WCS417,GFF2383,WCS417:GFF2383,PS417_12150,3-hydroxybutyrate dehydrogenase
WCS417,GFF838,WCS417:GFF838,PS417_04255,rod shape-determining protein MreC
WCS417,GFF3188,WCS417:GFF3188,PS417_16325,3-deoxy-manno-octulosonate cytidylyltransferase
WCS417,GFF437,WCS417:GFF437,PS417_02230,ADP-heptose--LPS heptosyltransferase
WCS417,GFF4823,WCS417:GFF4823,PS417_24670,DNA polymerase III subunit delta
WCS417,GFF434,WCS417:GFF434,PS417_02215,dihydrolipoamide acetyltransferase
WCS417,GFF5518,WCS417:GFF5518,PS417_28245,membrane protein
WCS417,GFF4916,WCS417:GFF4916,PS417_25200,geranyl transferase
WCS417,GFF3495,WCS417:GFF3495,PS417_17895,3-ketoacyl-ACP reductase
WCS417,GFF3268,WCS417:GFF3268,PS417_16730,peroxidase
WCS417,GFF3813,WCS417:GFF3813,PS417_19525,thiol:disulfide interchange protein
WCS417,GFF1194,WCS417:GFF1194,PS417_06070,peptidase M22
WCS417,GFF1286,WCS417:GFF1286,PS417_06535,pyridoxine 5'-phosphate oxidase
WCS417,GFF912,WCS417:GFF912,PS417_04630,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
WCS417,GFF258,WCS417:GFF258,PS417_01315,dTDP-4-dehydrorhamnose reductase
WCS417,GFF2271,WCS417:GFF2271,PS417_11580,IclR family transcriptional regulator
WCS417,GFF18,WCS417:GFF18,PS417_00090,methionyl-tRNA formyltransferase
WCS417,GFF459,WCS417:GFF459,PS417_02345,3-deoxy-D-manno-octulosonic acid transferase
WCS417,GFF3814,WCS417:GFF3814,PS417_19530,peroxiredoxin
WCS417,GFF1844,WCS417:GFF1844,PS417_09380,manganese ABC transporter ATP-binding protein
WCS417,GFF1650,WCS417:GFF1650,PS417_08400,ABC transporter
