gtdb_species_clade_id	gtdb_phylum	pha_class	n_phac_clusters	primary_env	primary_variability
s__Slackia_heliotrinireducens--RS_GCF_000023885.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Smaragdicoccus_niigatensis--RS_GCF_000380645.1	Actinomycetota	other_pfam	7	other_unknown	unknown
s__Smithella_sp000747625--GB_GCA_000747625.2	Desulfobacterota	other_pfam	2	other_unknown	unknown
s__Smithella_sp000753945--GB_GCA_000753945.1	Desulfobacterota	other_pfam	2	other_unknown	unknown
s__Smithella_sp001412345--GB_GCA_007244375.1	Desulfobacterota	other_pfam	2	marine	low
s__Smithella_sp002441205--GB_GCA_002441205.1	Desulfobacterota	other_pfam	3	other_unknown	unknown
s__Smithella_sp017993615--GB_GCA_017993615.1	Desulfobacterota	other_pfam	2	plant_associated	high
s__Sneathiella_sp002163135--GB_GCA_002163135.1	Pseudomonadota	other_pfam	2	marine	low
s__Sneathiella_sp002694385--GB_GCA_002694385.1	Pseudomonadota	other_pfam	5	other_unknown	unknown
s__Sneathiella_sp002706985--GB_GCA_002706985.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sodaliphilus_sp900318065--GB_GCA_900318065.1	Bacteroidota	other_pfam	1	animal_associated	low
s__Solimicrobium_sp903862415--GB_GCA_903862415.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Solimicrobium_sp903893945--GB_GCA_903893945.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Solincola_A_tengchongensis--GB_GCA_015711895.1	Actinomycetota	other_pfam	1	freshwater	moderate
s__Solincola_B_daggyaiensis--GB_GCA_015711825.1	Actinomycetota	other_pfam	1	freshwater	moderate
s__Solincola_sediminis--GB_GCA_001767605.1	Actinomycetota	other_pfam	1	sediment	moderate
s__Sphaerotilus_montanus--RS_GCF_013410775.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphaerotilus_natans--RS_GCF_900156335.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphaerotilus_sulfidivorans--RS_GCF_013426975.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingobium_amiense--RS_GCF_003967075.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Sphingobium_baderi_A--RS_GCF_001456115.1	Pseudomonadota	other_pfam	6	soil	high
s__Sphingobium_bisphenolicum--GB_GCA_024349785.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingobium_chlorophenolicum--RS_GCF_000722875.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingobium_chungbukense--RS_GCF_001005725.1	Pseudomonadota	other_pfam	3	sediment	moderate
s__Sphingobium_cloacae--RS_GCF_002355855.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Sphingobium_cupriresistens--RS_GCF_004152865.1	Pseudomonadota	other_pfam	2	soil	high
s__Sphingobium_fuliginis--RS_GCF_004152845.1	Pseudomonadota	other_pfam	9	other_unknown	high
s__Sphingobium_herbicidovorans--RS_GCF_002080435.1	Pseudomonadota	other_pfam	2	soil	high
s__Sphingobium_indicum--RS_GCF_000264945.2	Pseudomonadota	other_pfam	4	soil	high
s__Sphingobium_limneticum--RS_GCF_008710155.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingobium_phenoxybenzoativorans--RS_GCF_001757355.1	Pseudomonadota	other_pfam	4	soil	high
s__Sphingobium_quisquiliarum--RS_GCF_000445065.1	Pseudomonadota	other_pfam	5	soil	high
s__Sphingobium_soli--RS_GCF_020782245.1	Pseudomonadota	other_pfam	3	marine	low
s__Sphingobium_sp000283515--RS_GCF_000283515.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingobium_sp001563265--RS_GCF_001563265.1	Pseudomonadota	other_pfam	5	other_unknown	unknown
s__Sphingobium_sp001650725--RS_GCF_001650725.1	Pseudomonadota	other_pfam	5	sediment	moderate
s__Sphingobium_sp001713415--RS_GCF_001713415.1	Pseudomonadota	other_pfam	3	soil	high
s__Sphingobium_sp002312805--RS_GCF_002312805.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingobium_sp006226685--GB_GCA_006226685.1	Pseudomonadota	other_pfam	3	freshwater	moderate
s__Sphingobium_sp016000085--GB_GCA_016000085.1	Pseudomonadota	other_pfam	3	freshwater	moderate
s__Sphingobium_sp016463275--GB_GCA_023266575.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Sphingobium_sp017984895--GB_GCA_017984895.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Sphingobium_sp018823325--GB_GCA_018823325.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingobium_sp020446425--GB_GCA_020446425.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingobium_sp022652485--GB_GCA_022652485.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Sphingobium_sp900013425--RS_GCF_900013425.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingobium_sp900218065--RS_GCF_900218065.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingobium_wenxiniae--RS_GCF_007830065.1	Pseudomonadota	other_pfam	3	soil	high
s__Sphingobium_xenophagum--RS_GCF_000367345.1	Pseudomonadota	other_pfam	6	other_unknown	unknown
s__Sphingobium_yanoikuyae--RS_GCF_000315525.1	Pseudomonadota	other_pfam	15	other_unknown	low
s__Sphingomicrobium_aestuariivivum--GB_GCA_024721585.1	Pseudomonadota	other_pfam	1	sediment	moderate
s__Sphingomicrobium_arenae--RS_GCF_016924655.1	Pseudomonadota	other_pfam	2	soil	high
s__Sphingomicrobium_ginsengisoli--RS_GCF_009363895.1	Pseudomonadota	other_pfam	2	soil	high
s__Sphingomicrobium_luteum--RS_GCF_014396785.1	Pseudomonadota	other_pfam	3	freshwater	moderate
s__Sphingomicrobium_sp004282935--GB_GCA_013001055.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_E_fennica--RS_GCF_003034225.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingomonas_G_prati--RS_GCF_014643515.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_N_sp903871605--GB_GCA_903871605.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Sphingomonas_adhaesiva--RS_GCF_002374855.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_aerolata--RS_GCF_003046295.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_aquatilis--RS_GCF_014196115.1	Pseudomonadota	other_pfam	6	other_unknown	unknown
s__Sphingomonas_aurantiaca--RS_GCF_003050705.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_carotinifaciens--RS_GCF_009789535.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_desiccabilis--RS_GCF_004135605.1	Pseudomonadota	other_pfam	2	soil	high
s__Sphingomonas_endophytica--RS_GCF_014199415.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_excrementigallinarum--GB_GCA_019112965.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingomonas_ginsenosidimutans--RS_GCF_002374835.1	Pseudomonadota	other_pfam	2	human_clinical	low
s__Sphingomonas_glacialis--RS_GCF_014653575.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Sphingomonas_hankookensis_A--RS_GCF_001619955.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingomonas_insulae--RS_GCF_010450875.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_japonica--RS_GCF_006346325.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_koreensis--RS_GCF_002797435.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingomonas_leidyi--RS_GCF_011761945.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Sphingomonas_naasensis--RS_GCF_004792695.1	Pseudomonadota	other_pfam	2	soil	high
s__Sphingomonas_olei--RS_GCF_000980895.1	Pseudomonadota	other_pfam	1	animal_associated	low
s__Sphingomonas_pacifica--RS_GCF_004361835.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_panni--RS_GCF_022664435.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingomonas_parapaucimobilis--RS_GCF_000787715.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_paucimobilis--RS_GCF_000739895.2	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_pseudosanguinis--RS_GCF_014196255.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sanguinis--RS_GCF_001591005.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sanguinis_B--RS_GCF_001476905.1	Pseudomonadota	other_pfam	3	plant_associated	high
s__Sphingomonas_sp000251145--RS_GCF_000251145.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp000282895--RS_GCF_000282895.1	Pseudomonadota	other_pfam	2	marine	low
s__Sphingomonas_sp000797515--RS_GCF_000797515.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp001421355--RS_GCF_001421355.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp001421715--RS_GCF_001421715.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp001421765--RS_GCF_001421765.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp001421805--RS_GCF_001421805.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp001421965--RS_GCF_001421965.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp001424005--RS_GCF_001424005.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp001425385--RS_GCF_001425385.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp001464615--GB_GCA_001464615.1	Pseudomonadota	other_pfam	5	other_unknown	unknown
s__Sphingomonas_sp001555965--RS_GCF_001555965.1	Pseudomonadota	other_pfam	3	human_clinical	low
s__Sphingomonas_sp001556185--RS_GCF_001556185.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingomonas_sp001557215--RS_GCF_001557215.1	Pseudomonadota	other_pfam	2	human_clinical	low
s__Sphingomonas_sp001897375--GB_GCA_001897375.1	Pseudomonadota	other_pfam	4	wastewater_engineered	high
s__Sphingomonas_sp002083475--GB_GCA_002083475.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp002083655--GB_GCA_002083655.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Sphingomonas_sp002280555--GB_GCA_002280555.1	Pseudomonadota	other_pfam	6	wastewater_engineered	high
s__Sphingomonas_sp002280565--GB_GCA_002280565.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Sphingomonas_sp002292295--GB_GCA_002292295.1	Pseudomonadota	other_pfam	2	marine	low
s__Sphingomonas_sp002403415--GB_GCA_002403415.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingomonas_sp003050745--RS_GCF_003050745.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingomonas_sp003075315--GB_GCA_003075315.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Sphingomonas_sp003610375--RS_GCF_003610375.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp003951315--RS_GCF_003951315.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Sphingomonas_sp004340945--RS_GCF_004340945.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp005503355--RS_GCF_005503355.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Sphingomonas_sp014193845--RS_GCF_014193845.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp016820445--RS_GCF_016820445.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Sphingomonas_sp017849555--GB_GCA_017849555.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Sphingomonas_sp021043365--RS_GCF_021043365.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp021732445--GB_GCA_021732445.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingomonas_sp022662475--RS_GCF_022662475.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_sp024072375--GB_GCA_024072375.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingomonas_sp024666595--GB_GCA_024666595.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingomonas_sp900109205--RS_GCF_900109205.1	Pseudomonadota	other_pfam	2	human_clinical	low
s__Sphingomonas_sp902826325--GB_GCA_902826325.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Sphingomonas_sp913775315--GB_GCA_913775315.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingomonas_sp913776045--GB_GCA_913776045.1	Pseudomonadota	other_pfam	3	plant_associated	high
s__Sphingomonas_sp913777295--GB_GCA_913777295.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingomonas_sp913777325--GB_GCA_913777325.1	Pseudomonadota	other_pfam	4	plant_associated	high
s__Sphingomonas_sp913778135--GB_GCA_913778135.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Sphingomonas_sp943913195--GB_GCA_943913195.1	Pseudomonadota	other_pfam	3	animal_associated	low
s__Sphingomonas_taxi--RS_GCF_000764535.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingomonas_trueperi--RS_GCF_011927635.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Sphingomonas_yabuuchiae--RS_GCF_014199595.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_yabuuchiae_A--RS_GCF_001477495.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingomonas_yantingensis--RS_GCF_014199325.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingomonas_zeae--RS_GCF_014197135.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Sphingopyxis_alaskensis--RS_GCF_000013985.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Sphingopyxis_bauzanensis--RS_GCF_002205675.1	Pseudomonadota	other_pfam	1	soil	high
s__Sphingopyxis_granuli--RS_GCF_001591045.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Sphingopyxis_macrogoltabida--RS_GCF_001314325.1	Pseudomonadota	other_pfam	1	soil	high
s__Sphingopyxis_microcysteis--RS_GCF_012274265.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Sphingopyxis_solisilvae--RS_GCF_015475875.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Sphingopyxis_sp001047015--RS_GCF_023822045.1	Pseudomonadota	other_pfam	1	sediment	moderate
s__Sphingopyxis_sp001427085--RS_GCF_003797775.2	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingopyxis_sp001427105--RS_GCF_001427105.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Sphingopyxis_sp001468225--RS_GCF_001468225.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Sphingopyxis_sp001468285--RS_GCF_001468285.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Sphingopyxis_sp001468395--RS_GCF_001468395.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Sphingopyxis_sp002454115--GB_GCA_002454115.1	Pseudomonadota	other_pfam	1	marine	low
s__Sphingopyxis_sp003609815--RS_GCF_005503695.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Sphingopyxis_sp005503165--GB_GCA_005503165.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Sphingopyxis_sp005503215--GB_GCA_005503215.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Sphingopyxis_sp013410105--RS_GCF_013410105.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Sphingopyxis_sp016734905--RS_GCF_016734905.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Sphingopyxis_sp018823905--GB_GCA_018823905.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Sphingopyxis_sp022701295--RS_GCF_022701295.1	Pseudomonadota	other_pfam	1	animal_associated	low
s__Sphingopyxis_terrae--RS_GCF_001598815.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Sphingorhabdus_B_sp002255985--GB_GCA_002255985.1	Pseudomonadota	other_pfam	4	freshwater	moderate
s__Sphingorhabdus_B_sp002278855--GB_GCA_002278855.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Sphingorhabdus_B_sp002282385--GB_GCA_002282385.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Sphingorhabdus_B_sp016462305--GB_GCA_016462305.1	Pseudomonadota	other_pfam	4	freshwater	moderate
s__Sphingorhabdus_B_sp016720115--GB_GCA_016720115.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Sphingorhabdus_B_sp016721875--GB_GCA_016721875.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Sphingorhabdus_B_sp021732525--GB_GCA_021732525.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingorhabdus_B_sp021741065--GB_GCA_021741065.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingorhabdus_B_sp903821685--GB_GCA_903821685.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Sphingosinicella_microcystinivorans--RS_GCF_003634215.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Spiribacter_roseus--GB_GCA_002813635.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Spiribacter_salinus--RS_GCF_000319575.2	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Spiribacter_vilamensis--RS_GCF_004217415.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Spirillospora_bangladeshensis--RS_GCF_004348335.1	Actinomycetota	other_pfam	2	soil	high
s__Spirillospora_chibensis--RS_GCF_001552135.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Spirillospora_citrea--RS_GCF_013409045.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Spirillospora_formosensis--RS_GCF_001552155.1	Actinomycetota	other_pfam	2	other_unknown	unknown
s__Spirillospora_geliboluensis--RS_GCF_005889745.1	Actinomycetota	other_pfam	2	soil	high
s__Spirillospora_hallensis--RS_GCF_006716765.1	Actinomycetota	other_pfam	2	sediment	moderate
s__Spirillospora_kijaniata--RS_GCF_001552175.1	Actinomycetota	other_pfam	2	other_unknown	unknown
s__Spirillospora_latina--RS_GCF_001552195.1	Actinomycetota	other_pfam	2	other_unknown	unknown
s__Spirillospora_litoris--RS_GCF_009733595.1	Actinomycetota	other_pfam	1	soil	high
s__Spirillospora_livida--RS_GCF_014648675.1	Actinomycetota	other_pfam	2	other_unknown	unknown
s__Spirillospora_luteofluorescens--RS_GCF_013409365.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Spirillospora_madurae--RS_GCF_900115095.1	Actinomycetota	other_pfam	2	human_associated	low
s__Spirillospora_nitritigenes--RS_GCF_017573545.1	Actinomycetota	other_pfam	3	other_unknown	unknown
s__Spirillospora_rifamycini--RS_GCF_000425065.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Spirillospora_syzygii--RS_GCF_008085905.1	Actinomycetota	other_pfam	1	soil	high
s__Spirillospora_violacea--RS_GCF_017573465.1	Actinomycetota	other_pfam	2	soil	high
s__Spirirestis_rafaelensis--GB_GCA_019359015.1	Cyanobacteriota	other_pfam	1	soil	high
s__Spongiibacter_marinus--RS_GCF_016906995.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Spongiibacter_tropicus--RS_GCF_000420325.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Sporosarcina_pasteurii--RS_GCF_900457495.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Sporosarcina_sp014282005--RS_GCF_014282005.1	Bacillota	other_pfam	1	soil	high
s__Stagnihabitans_antarcticus_A--GB_GCA_945862465.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Stagnihabitans_sp903873585--GB_GCA_903873585.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Stagnimonas_sp004297005--GB_GCA_004297005.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Stappia_indica--RS_GCF_001696535.1	Pseudomonadota	other_pfam	2	marine	low
s__Stappia_sp002722295--GB_GCA_002722295.1	Pseudomonadota	other_pfam	3	marine	low
s__Stappia_sp016774605--RS_GCF_020176715.1	Pseudomonadota	other_pfam	1	marine	low
s__Stappia_sp900185725--RS_GCF_900185725.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Stappia_taiwanensis--RS_GCF_014635285.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Stella_humosa--RS_GCF_006738645.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Stenotrophomonas_A_panacihumi--RS_GCF_001431645.1	Pseudomonadota	other_pfam	1	soil	high
s__Stenotrophomonas_acidaminiphila--RS_GCF_001431595.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Stenotrophomonas_acidaminiphila_A--RS_GCF_002951995.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Stenotrophomonas_bentonitica--RS_GCF_013185915.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Stenotrophomonas_bentonitica_A--RS_GCF_002887735.1	Pseudomonadota	other_pfam	1	human_associated	low
s__Stenotrophomonas_chelatiphaga--RS_GCF_001431535.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Stenotrophomonas_cyclobalanopsidis--RS_GCF_008710035.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_daejeonensis--RS_GCF_001431505.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Stenotrophomonas_geniculata--RS_GCF_001431625.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_hibiscicola--RS_GCF_000382065.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_indicatrix--RS_GCF_002750975.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_koreensis--RS_GCF_001431525.1	Pseudomonadota	other_pfam	1	soil	high
s__Stenotrophomonas_lactitubi--RS_GCF_002803515.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia--RS_GCF_900186865.1	Pseudomonadota	other_pfam	2	human_associated	low
s__Stenotrophomonas_maltophilia_A--RS_GCF_004346925.1	Pseudomonadota	other_pfam	1	human_associated	low
s__Stenotrophomonas_maltophilia_AA--RS_GCF_013387485.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia_AB--RS_GCF_024810105.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia_AC--GB_GCA_002435595.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia_AH--RS_GCF_003935715.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia_AJ--RS_GCF_001274595.1	Pseudomonadota	other_pfam	2	human_associated	low
s__Stenotrophomonas_maltophilia_AL--RS_GCF_003205835.1	Pseudomonadota	other_pfam	2	human_associated	low
s__Stenotrophomonas_maltophilia_AM--RS_GCF_013004645.1	Pseudomonadota	other_pfam	1	human_associated	low
s__Stenotrophomonas_maltophilia_AN--GB_GCA_002363385.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia_AP--RS_GCF_009832905.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia_AQ--RS_GCF_004920835.1	Pseudomonadota	other_pfam	1	human_clinical	low
s__Stenotrophomonas_maltophilia_AT--RS_GCF_013464915.1	Pseudomonadota	other_pfam	1	human_associated	low
s__Stenotrophomonas_maltophilia_AU--RS_GCF_006970445.1	Pseudomonadota	other_pfam	1	soil	high
s__Stenotrophomonas_maltophilia_AX--GB_GCA_002364755.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia_F--RS_GCF_000284595.1	Pseudomonadota	other_pfam	1	other_unknown	low
s__Stenotrophomonas_maltophilia_G--RS_GCF_002138415.1	Pseudomonadota	other_pfam	1	human_associated	low
s__Stenotrophomonas_maltophilia_L--RS_GCF_000020665.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia_N--RS_GCF_002205165.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia_O--RS_GCF_006974125.1	Pseudomonadota	other_pfam	1	human_associated	low
s__Stenotrophomonas_maltophilia_P--GB_GCA_900113425.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_maltophilia_Q--RS_GCF_002799165.1	Pseudomonadota	other_pfam	1	human_associated	low
s__Stenotrophomonas_maltophilia_Z--RS_GCF_003651185.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_nematodicola--RS_GCF_009467805.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_nitritireducens--RS_GCF_001431425.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_nitritireducens_A--RS_GCF_001700965.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Stenotrophomonas_pavanii--RS_GCF_900101175.1	Pseudomonadota	other_pfam	3	other_unknown	low
s__Stenotrophomonas_pennii--RS_GCF_014836545.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_pictorum--RS_GCF_001310775.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_rhizophila--RS_GCF_000661955.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Stenotrophomonas_rhizophila_A--RS_GCF_001704155.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_rhizophila_B--RS_GCF_003751305.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_rhizophila_C--RS_GCF_020857975.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Stenotrophomonas_sepilia--RS_GCF_003244875.1	Pseudomonadota	other_pfam	2	human_associated	low
s__Stenotrophomonas_sp002192255--RS_GCF_002192255.1	Pseudomonadota	other_pfam	1	soil	high
s__Stenotrophomonas_sp002345545--GB_GCA_002345545.1	Pseudomonadota	other_pfam	1	animal_associated	low
s__Stenotrophomonas_sp002471015--GB_GCA_002471015.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Stenotrophomonas_sp002893095--RS_GCF_002893095.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_sp003028475--RS_GCF_023518235.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_sp003086695--RS_GCF_003086695.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Stenotrophomonas_sp003086775--RS_GCF_003086775.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_sp003086795--GB_GCA_003510825.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Stenotrophomonas_sp003248565--GB_GCA_003248565.1	Pseudomonadota	other_pfam	1	human_clinical	low
