#Annotated with Bakta (v1.12.0): https://github.com/oschwengers/bakta
#Database (v6.0): https://doi.org/10.5281/zenodo.4247252
ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
NZ_RPNM01000024.1_99	170		hypothetical protein						
NZ_WKBG01000049.1_9	154		MEKHLA domain-containing protein						UniRef50_Q4ZYF9
JAFHEQ010000816.1_1	167		hypothetical protein						
NZ_MIND01000018.1_4687	224	pcoR	Transcriptional regulatory protein PcoR						UniRef50_A0A0E3XBQ5
NZ_JACNBD010000102.1_9	122		Antibiotic biosynthesis monooxygenase						UniRef50_A0A109LDT4
NZ_JAJLIV010000108.1_10	119		hypothetical protein						UniRef50_A0A5E4XXT7
NZ_BLXF01000024.1_56	189		hypothetical protein						
JRXT01000010.1_162	327		Copper resistance protein B [Precursor] (CPx-type copper ATPase)						UniRef50_Q3ICP0
NZ_BGLT01000031.1_44	154		hypothetical protein						
NZ_LABC01000048.1_4	207		hypothetical protein						
NZ_SNVI01000002.1_3296	186		2-amino-1-hydroxyethylphosphonate dioxygenase (Glycine-forming)						UniRef50_A0A6M4H4B6
NZ_NBYW01000017.1_37	157		Type II secretion system protein H						UniRef50_F7IY51
NZ_JAKNQO010000014.1_61	118	cdiI	CdiI immunity protein domain-containing protein						UniRef50_A0A0H5A4J1
NZ_FOJM01000001.1_464	241		Two-component system response regulator						UniRef50_A0A0T5VKQ5
NZ_VKUK01000599.1_1	82		hypothetical protein						
JACCNK010000007.1_84	45		hypothetical protein						
NZ_PDHZ01000026.1_275	351		Phage tail protein						UniRef50_A0A4P7L9N0
MTLK01000095.1_226	75		Secreted protein						UniRef50_A0A378B1I7
NZ_JALJRO010000002.1_194	72		Peptidase inhibitor						UniRef50_A0A5E7UID8
CABGOU010000032.1_5	306		Membrane component of sugar ABC transporter						UniRef50_C7CK05
CP056453.1_2131	595		Aspartate--tRNA(Asp/Asn) ligase						UniRef50_Q15RN2
NZ_PQKZ01000007.1_197	172		DUF4435 domain-containing protein						UniRef50_A0A8B6RXQ7
NZ_CP062804.1_2343	243		Class II aldolase/adducin family protein						UniRef50_A0A317F8C6
NZ_CABVHU010000001.1_579	482		Vanillin dehydrogenase						UniRef50_A3P443
NZ_CP073104.1_4022	270		Formamidopyrimidine-DNA glycosylase						UniRef50_Q9L7T2
NZ_JAHBCQ010000009.1_41	125	mvaT	MvaT						UniRef50_Q9HW86
NZ_CP078745.1_842	76		hypothetical protein						
NZ_VSRJ01000085.1_30	150		hypothetical protein						
JACWNS010000174.1_1	219		hypothetical protein						
NZ_CP013136.1_2099	658		ATP-binding cassette subfamily F protein 3						UniRef50_A0A542M4Z3
NZ_JAFHZK010000008.1_122	67		hypothetical protein						
NZ_NEIV01000019.1_1	59		DUF4175 domain-containing protein						UniRef50_A0A1T2YWV4
CAJYWH010000049.1_4	258		hypothetical protein						
NZ_PDIJ01000026.1_50	100		hypothetical protein						UniRef50_I2B3T5
JABULD010000452.1_1	204		Dihydrolipoamide acetyltransferase						UniRef50_A0A7X1YBT5
NZ_KB316542.1_8	224		von Willebrand factor type A domain protein						UniRef50_Q87W17
NZ_AEGG01000065.1_33	197	traX	Conjugal transfer protein TraX						UniRef50_A0A1W6QY57
NZ_JAHQCU010000001.1_51	96		hypothetical protein						
NZ_CP058974.1_2157	246		hypothetical protein						
NZ_LJRI01001329.1_1	233		hypothetical protein						
NZ_PXKP01000613.1_1	79		hypothetical protein						
NZ_CP032332.1_176	113	hypA	Hydrogenase maturation factor HypA						UniRef50_G7ZEW3
NZ_JAHASA010000002.1_528	194		hypothetical protein						
CP056474.1_2744	222		Suppressor of fused-like domain-containing protein						UniRef50_Q66FU1
NZ_CP063780.1_1029	449		Replicative DNA helicase						UniRef50_Q4K7N7
NZ_PYHC01000005.1_40	431		hypothetical protein						UniRef50_A0A6J5DVG8
NZ_POHC01000011.1_93	1523		Alpha-2-macroglobulin-like protein						UniRef50_Q9HVT2
NZ_JABCNF010000001.1_871	592		Aerotolerance regulator N-terminal domain-containing protein						UniRef50_A0A0J0Y5C0
NZ_LNAB02000004.1_268	196	sigX	ECF sigma factor SigX						UniRef50_Q9I2W5
NC_008751.1_103	776		dihydrouracil dehydrogenase (NAD(+))						UniRef50_A0A661JSL5
NZ_LHVJ01000025.1_73	455		Uncharacterized protein PA3922						UniRef50_Q9HX91
NZ_CDQJ01000001.1_5112	173		hypothetical protein						
NZ_FOJM01000003.1_22	405		hypothetical protein						
NZ_JAMYBO010000011.1_54	222		ABC transporter domain-containing protein						UniRef50_A0A679GVU8
NZ_CABMNH010000003.1_208	50		hypothetical protein						
NZ_JAASJE010000005.1_61	60		hypothetical protein						
NZ_RPMD01000119.1_22	119		hypothetical protein						
NZ_JADVEO010000024.1_27	88	traR	Conjugal transfer protein TraR						UniRef50_A0A0K3R167
JAIOYQ010000005.1_2	97		hypothetical protein						
JAIHQN010000118.1_1	84		hypothetical protein						
NZ_JZDA01000108.1_17	195		Phage baseplate assembly protein V						UniRef50_A0A506QRE8
NZ_QLTK01000019.1_71	106		Fis family transcriptional regulator						UniRef50_A0A6J5DCY1
NZ_JAMGGC010000023.1_1	119		hypothetical protein						
NZ_BIHE01000002.1_268	136		hypothetical protein						
NZ_JACWBZ010000280.1_1	82		hypothetical protein						
NZ_JALDNZ010000027.1_108	275	ycjP	Inner membrane ABC transporter permease protein ycjP						UniRef50_A0A379FZM7
NZ_CP049188.1_606	69		hypothetical protein						
NZ_VZPS01000022.1_29	489		DUF3300 domain-containing protein						UniRef50_A0A1W2AJ69
BFCL01000134.1_1	147		hypothetical protein						
NZ_JACWOW010000094.1_22	141		hypothetical protein						
NZ_JAHYPD010000124.1_9	147		hypothetical protein						
NZ_JACWPV010000095.1_1	64		Lipoprotein						UniRef50_A0A401K9D1
NZ_JACLTY010000061.1_146	90		hypothetical protein						
NZ_CP017288.1_71	239		Sel1 repeat family protein						UniRef50_A0A160HQX3
NZ_JACHCW010000005.1_218	96		Large ribosomal subunit protein uL23						UniRef50_C6Y0R5
NZ_LMCV01000010.1_1	211		hypothetical protein						
NZ_RQRS01000009.1_90	463		Histidine--tRNA ligase						UniRef50_A0A0J0Y3K2
NZ_RZVR01000345.1_1	128		hypothetical protein						
NZ_PKLC01000018.1_237	500		hypothetical protein						
NZ_WKCL01000051.1_2	71		hypothetical protein						
DOAB01000175.1_15	69		hypothetical protein						
NZ_VWXW01000119.1_69	86		hypothetical protein						
NZ_JXAZ01000127.1_1	188		hypothetical protein						
NZ_VAAM01000031.1_22	85	korC	transcriptional repressor KorC						
NZ_POHR01000002.1_50	673		Terminase						UniRef50_A0A5E7HNL4
NZ_VKDU01000316.1_1	127		hypothetical protein						
NZ_CP021235.1_2282	168		hypothetical protein						
NZ_VKYI01000220.1_1	85		hypothetical protein						
NZ_NFYR01000045.1_96	80		hypothetical protein						
NZ_JAHBCX010000066.1_109	531		hypothetical protein						
NZ_JAHYMC010000003.1_38	255		Transcriptional regulator						UniRef50_A0A414Q698
NZ_FONJ01000012.1_152	141		DUF2269 domain-containing protein						UniRef50_A0A423M504
NZ_CABVJF010000006.1_282	93	tonB	TonB C-terminal domain-containing protein						UniRef50_A0A3M5DYS8
NZ_JACWOK010000208.1_9	82		hypothetical protein						
NZ_JXLK01000115.1_24	374		Glutamate 5-kinase						UniRef50_Q7VZX7
NZ_VKXI01000366.1_1	68		hypothetical protein						
NZ_LJRB01000158.1_1	63		hypothetical protein						
NZ_JAJPGC010000045.1_68	36		hypothetical protein						
NZ_LBCM01000008.1_67	326	cysB	HTH-type transcriptional regulator CysB						UniRef50_P0A9F3
NZ_UVZB01000153.1_1	100		hypothetical protein						
NZ_RBOL01001151.1_2	92		hypothetical protein						
NZ_WKAM01000016.1_1	689		Orf54						UniRef50_A0A0N8S389
NZ_CABVII010000003.1_316	834		ABC3 transporter permease C-terminal domain-containing protein						UniRef50_M9YJ63
NZ_AGNQ01000021.1_1	51		hypothetical protein						
NZ_CABVJE010000013.1_28	40		hypothetical protein						
NZ_WKCD01000357.1_1	799		hypothetical protein						
NZ_CABVJE010000006.1_15	337	rnfB	Electron transport complex protein RnfB						UniRef50_A0A1H0RWW9
NZ_JYLP01000039.1_19	172		hypothetical protein						
NZ_LMCV01000004.1_87	316		1-aminocyclopropane-1-carboxylate deaminase						UniRef50_A0A379IEM9
NZ_JAINEF010000039.1_1	218		Putative two component transcriptional regulator						UniRef50_I2B614
NZ_LACE01000003.1_251	123		Rap1a immunity protein domain-containing protein						UniRef50_A0A5E7HB21
NZ_JANAEY010000001.1_1881	325		Membrane protein						UniRef50_A0A379UU93
NZ_CABVHF010000011.1_110	629		Integrase						UniRef50_C3K9C9
NZ_FKHR01000016.1_12	74		hypothetical protein						
NZ_SEIT01000081.1_11	181		PAAR domain-containing protein						UniRef50_A0A4Y8VDN2
NZ_CP041515.1_2903	37		hypothetical protein						
NZ_PVNC01000006.1_323	308		Membrane component of sugar ABC transporter						UniRef50_C7CK05
JAHJDA010000019.1_29	297		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta						UniRef50_A0A9D6LKC2
NZ_RBRV01000013.1_4	234		GGDEF domain-containing protein						UniRef50_A0A5E7FBN0
NZ_MLEM01000012.1_71	177		hypothetical protein						
NZ_JACAPV010000628.1_1	122		hypothetical protein						
NZ_ASGY01000193.1_16	214		putative NAD(P)H quinone oxidoreductase						UniRef50_A1K5I9
JACWNS010000346.1_1	160		hypothetical protein						
NZ_RPJA01000096.1_1	404		Restriction endonuclease type II NgoFVII N-terminal domain-containing protein						UniRef50_A7ILR6
NZ_JABUYI010000013.1_56	585	arsA	ArsA						UniRef50_A0A8A5TNT5
NZ_BQNN01000001.1_2594	52		hypothetical protein						UniRef50_I8UY78
NZ_CP099600.1_128	6212		Large adhesive protein						UniRef50_A0A5E7KCQ6
NZ_LJRK01000016.1_18	268	waaP	Lipopolysaccharide core heptose(I) kinase WaaP						UniRef50_Q9HUF7
QFNP01000055.1_2	190		DUF6436 domain-containing protein						UniRef50_A0A1I5MA95
NZ_JAFEWK010000214.1_1	172		hypothetical protein						
NZ_CAAGYH010000024.1_5	163		hypothetical protein						
NZ_JAJCKD010000038.1_1	26		hypothetical protein						
NZ_JACCAS010000001.1_838	161		HNH endonuclease						UniRef50_B2JCY5
NZ_JAJLJG010000002.1_181	155		hypothetical protein						
NZ_QLIN01000010.1_191	528		Major facilitator superfamily (MFS) profile domain-containing protein						UniRef50_F6A9R9
NZ_JAHCTN010000036.1_10	68		hypothetical protein						
NZ_LJPY01000150.1_1	206	eamA	EamA domain-containing protein						UniRef50_H3RBG9
NZ_AGFJ01000056.1_14	176		Tyrosine specific protein phosphatases domain-containing protein						UniRef50_S6AQK4
NZ_JANAKN010000003.1_126	110		hypothetical protein						
NZ_JAGGPU010000021.1_55	584		FAS1 domain-containing protein						UniRef50_A0A0T5VLB9
NZ_CP059738.1_3262	297		HTH lysR-type domain-containing protein						UniRef50_A0A5E6PV96
NZ_VLMX01001307.1_1	48		hypothetical protein						
NZ_ADFY01000365.1_1	236		Rhs protein						UniRef50_A0A3M4APA5
CP081212.1_1069	363	rsgA	Small ribosomal subunit biogenesis GTPase RsgA						UniRef50_A0A1L3I312
NZ_CABVJA010000019.1_95	451		Amidase domain-containing protein						UniRef50_A0A1W6YLI9
DNYT01000488.1_1	172		hypothetical protein						
NZ_CAKKLL010000006.1_36	364		L-rhamnose-proton symporter						UniRef50_N8X8V4
NZ_VZPS01000027.1_38	403		Nitrate ABC transporter substrate-binding protein						UniRef50_Q9I2V6
NZ_CVTL01000047.1_73	417	cobW	CobW C-terminal domain-containing protein						UniRef50_A0A1E7REP9
NZ_PIEA01000295.1_1	81		hypothetical protein						
NZ_JAJLJB010000032.1_42	57		hypothetical protein						
NZ_RXYL01000122.1_19	507		hypothetical protein						
NZ_JAHZNS010000029.1_144	294		HTH lysR-type domain-containing protein						UniRef50_U3G901
BQGW01000332.1_1	154		hypothetical protein						
NZ_NHSZ01000460.1_1	287		hypothetical protein						
NZ_CP034783.1_5686	341		tRNA N6-adenosine threonylcarbamoyltransferase						UniRef50_Q74RQ9
NZ_JAFHGH010000635.1_2	44		hypothetical protein						
NZ_QFLX01000183.1_1	292		hypothetical protein						
NZ_CP020351.1_1753	133		Putative prophage PSSB64-02, Orf48						UniRef50_A0A3M3B9B4
NZ_JACWOI010000048.1_30	343		Enoyl reductase (ER) domain-containing protein						UniRef50_K8P4X1
NZ_MPAK01000001.1_301	97		Gamma-butyrobetaine hydroxylase-like N-terminal domain-containing protein						UniRef50_A0A6S5U4L1
NZ_RBOS01001049.1_10	301		hypothetical protein						
NC_015847.1_488	231		hypothetical protein						
NZ_FYDQ01000003.1_86	156		hypothetical protein						
NZ_VHZU01000013.1_59	44		hypothetical protein						
NZ_PIEJ01001307.1_2	114		hypothetical protein						
NZ_MULM01000184.1_138	207		Thiamine-phosphate synthase						UniRef50_Q9HX40
NZ_BQIJ01000004.1_16	198		Inner membrane protein						UniRef50_A0A710M4M4
NZ_JAEHTE010000002.1_36	640	cheA	Chemotaxis protein CheA						UniRef50_W7NBC5
NZ_CABVJF010000001.1_379	42		Transcriptional regulator						UniRef50_A0AAE6REI1
JAIBEQ010001061.1_3	286	metN	Methionine import ATP-binding protein MetN 2						UniRef50_A0A2J7W6W2
NZ_SEUB01000004.1_155	293		Mn-containing catalase						UniRef50_A0A2U3I0V2
NZ_CP058196.1_3808	97		hypothetical protein						
NZ_VZPS01000007.1_110	310		ABC transporter ATP-binding protein						UniRef50_A0A2X4TYX9
NZ_RBSS01000057.1_10	146		hypothetical protein						
NZ_CP049868.1_335	287		Polysaccharide deacetylase						UniRef50_A0A327TBE0
NZ_AKZW01000106.1_46	110	ethD	Ethyl tert-butyl ether degradation EthD						UniRef50_Q930C5
NZ_PCQM01000020.1_1	110		hypothetical protein						
NZ_CP080038.1_2817	149		hypothetical protein						
NZ_JAFLXG010000009.1_246	230		DJ-1/PfpI domain-containing protein						UniRef50_A0A5E7QXJ1
NZ_JAKCKN010000002.1_361	488		Pyrrole-2-carboxylic acid decarboxylase						UniRef50_A0A1Y6J2I1
NZ_LCYD01000004.1_468	902		Bacteriophage tail tape measure C-terminal domain-containing protein						UniRef50_A0A1E4XAN4
DLRC01000009.1_70	89		hypothetical protein						
NZ_NHSS01000179.1_13	363		Peptidase S74						UniRef50_A0A2P8LED9
NZ_LPQL01000005.1_73	247		BIG2 domain-containing protein						UniRef50_A0AAD1TYJ8
NZ_POEW01000021.1_16	133		Ribosome-binding factor A						UniRef50_Q9HV56
NZ_VEWN01000003.1_21	371	fliM	Flagellar motor switch protein FliM						UniRef50_A0A0P0ELJ2
NZ_JAFIQE010000003.1_289	415		hypothetical protein						UniRef50_A0A193SEX5
NZ_JACYWT010000005.1_158	272		Imelysin-like domain-containing protein						UniRef50_Q2RR48
NZ_VAAM01000173.1_1	26		hypothetical protein						
NZ_RBPB01000141.1_1	139		hypothetical protein						
NZ_JAJSLU010000002.1_46	507		Glucose-6-phosphate 1-dehydrogenase						UniRef50_A0A2S3W2P3
NZ_JAAAFV010000023.1_289	417	oprD	Outer membrane porin, OprD family						UniRef50_A0A2A4HQ35
NZ_JAESPG010000010.1_118	208		Threonine efflux protein						UniRef50_A0A2V1YJE0
NZ_JAARMA010000039.1_13	650		Sensor protein						UniRef50_A0A1H2I583
NZ_UNYV01000004.1_277	145		DUF1795 domain-containing protein						UniRef50_D4GLX4
NZ_LACH01000113.1_5	330		3-beta hydroxysteroid dehydrogenase/isomerase domain-containing protein						UniRef50_A0A3M5DSG6
NZ_JACAPV010000157.1_44	153		DUF2280 domain-containing protein						UniRef50_A0A329E5U6
NZ_CP060289.1_1192	44		hypothetical protein						
NZ_JALDOK010000062.1_67	255		Trans-aconitate 2-methyltransferase						UniRef50_Q8ZDP7
NZ_FJZO01000008.1_192	47		hypothetical protein						
NZ_JACFTZ010000001.1_217	376		hypothetical protein						
NZ_JACWNX010000005.1_28	435		Glutamyl-tRNA reductase						UniRef50_Q1LIF4
NZ_JAKQYL010000015.1_47	53		hypothetical protein						
NZ_CM002753.1_5454	117		hypothetical protein						
NC_004347.2_958	909		NADH-quinone oxidoreductase						UniRef50_A0A562J0I0
NZ_JALPTD010000001.1_96	1035	mdtC	Multidrug resistance protein MdtC						UniRef50_A0A6S6YQS1
NZ_CAJZYM010000008.1_181	105	yeeU	Type IV toxin-antitoxin system YeeU family antitoxin						UniRef50_B1LP41
CAJYNO010000007.1_9	563		PDZ domain-containing protein						UniRef50_A0A1Q6A535
NZ_VKVB01001205.1_1	68		hypothetical protein						
NZ_POEW01000015.1_107	150		DUF1249 domain-containing protein						UniRef50_Q9HUJ5
NZ_JAKMMM010000072.1_3	68		hypothetical protein						
NZ_JAHSTU010000002.1_360	212		HTH tetR-type domain-containing protein						UniRef50_A0A5E7IV86
NZ_QESZ01000012.1_228	1177		DNA2/NAM7 helicase-like C-terminal domain-containing protein						UniRef50_D4XEH0
NZ_JACARK010000332.1_3	62	hicA	Addiction module toxin, HicA family						UniRef50_C3K5M6
NZ_LIIG01000115.1_10	288		Phosphate/phosphite/phosphonate ABC transporter substrate-binding protein						UniRef50_A0A6M8MVN7
NZ_CABVGZ010000005.1_6	251		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)						UniRef50_E1VNL5
NZ_SPKL01000035.1_351	203		hypothetical protein						
CP089930.1_1577	220	sgbH	3-keto-L-gulonate-6-phosphate decarboxylase SgbH						UniRef50_P37678
NZ_KQ968282.1_10	485		Plasmid recombination enzyme						UniRef50_U2CXG8
NZ_CP023314.2_2084	103	yajC	Sec translocon accessory complex subunit YajC						UniRef50_A0A1V0GVM8
DBUN01000122.1_71	94		hypothetical protein						
NZ_LVUL01000157.1_1	159		hypothetical protein						
NZ_AP021902.1_5420	216		Phosphoglycolate phosphatase						UniRef50_A0AAJ2BL62
NZ_MULM01000161.1_39	99		Sarcosine oxidase delta subunit						UniRef50_S6AGI5
NZ_CP010728.1_104	156		hypothetical protein						
NZ_RBPZ01000099.1_130	180		C40 family peptidase						UniRef50_A0A962C187
NZ_RXHX01000075.1_7	476		Copper-translocating P-type ATPase						UniRef50_A0A257QJU8
NZ_CP080417.1_2122	159		Periplasmic nitrate reductase, electron transfer subunit						UniRef50_A0A4R5LPY0
CP021812.1_2547	54		hypothetical protein						
SEEE01000922.1_1	145		hypothetical protein						
NZ_JACYNQ010000006.1_205	261	znuC	Zinc import ATP-binding protein ZnuC						UniRef50_Q0VTB6
NZ_JACXVR010000090.1_20	161		hypothetical protein						
NZ_QODJ01000036.1_20	254		Membrane-anchored protein						UniRef50_A0A192XE24
NZ_LIHR01000063.1_1	116		hypothetical protein						
NZ_RBUC01000714.1_1	21		hypothetical protein						
NZ_PODO01000042.1_2	140	pmbA	PmbA protein						UniRef50_A0A2K4KM09
NZ_JRTB01000009.1_1	133		hypothetical protein						
NZ_JXNZ01000017.1_25	499		Amino acid permease/ SLC12A domain-containing protein						UniRef50_A0A3M3E457
NZ_JAGLBM010000064.1_350	166		hypothetical protein						
NZ_JAJCVK010000159.1_1	80		hypothetical protein						
NZ_JAEUXB010000001.1_1923	158		hypothetical protein						
NZ_CP078138.1_210	352		Elp3/MiaA/NifB-like radical SAM core domain-containing protein						UniRef50_W0SMJ2
NZ_JACWNH010000005.1_118	128		hypothetical protein						
NZ_LPOS01000034.1_31	77		Lipoprotein						UniRef50_A0A4U9I037
NZ_RBRS01000229.1_48	75		ISPsy25, transposase						UniRef50_A0A0N8R0R1
SPEM01000514.1_1	388		Acetaldehyde dehydrogenase (Acetylating)						UniRef50_A0A9D5YHG5
NZ_WKEO01000045.1_1	262		hypothetical protein						
NZ_CP039391.1_23	80	copB	Protein CopB						UniRef50_C8CGG6
NZ_JADVJR010000007.1_59	292		33 kDa chaperonin						UniRef50_P44877
NGRD01000001.1_2385	371		Glycerol dehydrogenase						UniRef50_A0A7I8EDJ4
NZ_CP019432.1_1281	372		Succinylglutamate desuccinylase/aspartoacylase						UniRef50_G4M9R7
NZ_JAHBDI010000030.1_58	77		DUF3077 domain-containing protein						UniRef50_A0A2U1IJ75
CAIZVM010000023.1_68	71		Streptogramin lyase						UniRef50_A0A2D1GNS9
NZ_NRSS01000004.1_2211	513		Alkaline phosphatase D						UniRef50_A0A1D2ILW6
NZ_JACWND010000008.1_255	1107	vasX	Toxin VasX N-terminal region domain-containing protein						UniRef50_A0A0S4VQU3
JAAQTX010000008.1_8	273		4-hydroxy-tetrahydrodipicolinate reductase						UniRef50_Q2NVY2
DPZG01000023.1_50	127		hypothetical protein						UniRef50_UPI0017826A31
NZ_LKBU01000023.1_436	293		Methyltransferase type 11						UniRef50_A0A031G758
NZ_JAKMHY010000018.1_166	62		hypothetical protein						
NZ_CP032346.1_898	130		DUF2141 domain-containing protein						UniRef50_A0A2U1WM23
NZ_NGSN01000001.1_2257	75		hypothetical protein						
JAHIXN010000043.1_114	115		hypothetical protein						
NZ_CABVJE010000021.1_39	307		Sigma-54 factor interaction domain-containing protein						UniRef50_S6AEI0
NZ_LCYA01000206.1_11	37		hypothetical protein						
NZ_JAAHAX010000376.1_1	77		hypothetical protein						
NZ_CP021235.1_4091	360		Rhodanese domain-containing protein						UniRef50_A0A126PFT8
NZ_CP043853.1_3693	114		hypothetical protein						
NZ_FMHQ01000001.1_791	104		ATP-binding sugar transporter from pro-phage						UniRef50_Q88IF1
NZ_CP016914.1_247	214		Endonuclease III						UniRef50_P44319
NZ_QAJQ01000010.1_223	299		Glycerophosphoryl diester phosphodiesterase						UniRef50_A0A7W6K883
NZ_CP078748.1_3997	116		hypothetical protein						UniRef50_A0A0H3GHQ5
NZ_CP048810.1_660	389		FAD/NAD(P)-binding domain-containing protein						UniRef50_F2KHG1
NZ_CP034194.1_3130	64		hypothetical protein						UniRef50_U3GC24
NZ_VJXS01000003.1_60	320		Fimbrial adhesin						UniRef50_A0A7H4PF31
NZ_JAGGPV010000020.1_15	974		SusC/RagA family TonB-linked outer membrane protein						UniRef50_A0A0Q0VBQ4
NZ_VSRJ01000001.1_66	305		Activator of Hsp90 ATPase-like ue 1/2-like C-terminal domain-containing protein						UniRef50_A9CEJ0
NZ_VEWP01000053.1_1	168		hypothetical protein						
NZ_CABVII010000010.1_143	392		histidine kinase						UniRef50_Q4ZPW8
NZ_CP035207.1_84	582	herA	Helicase HerA central domain-containing protein						UniRef50_A0A1G9ZZU8
NZ_CP027762.1_3599	144		Type III secretion protein						UniRef50_A0A0J8G0I7
NZ_CVTV01000049.1_410	72		hypothetical protein						
NZ_LVTU01000012.1_1	344		hypothetical protein						
NZ_BCBG01000012.1_24	442		Proton/glutamate-aspartate symporter						UniRef50_P21345
NZ_RBPJ01000179.1_5	307	livH	High-affinity branched-chain amino acid transport system permease protein LivH						UniRef50_P0AEX7
NZ_AFTF01000198.1_19	43		hypothetical protein						
NZ_CP021765.2_1153	251		Winged helix family two component transcriptional regulator						UniRef50_A0A226WXH0
JAIBEQ010000449.1_3	178		hypothetical protein						
NZ_CP018820.1_977	720		Methyl-accepting chemotaxis protein						UniRef50_A0A1X9YJJ8
NZ_JAHBDS010000018.1_68	173		Post-SET domain-containing protein						UniRef50_A0A1N7GVU5
NZ_RBOU01001174.1_1	130		Glutamine amidotransferase type-2 domain-containing protein						UniRef50_A0A656JS42
NZ_JAHMSJ010000003.1_2	81		hypothetical protein						
NZ_SMOF01000001.1_3291	229		Phage tail protein I						UniRef50_A0AAJ5UZN0
DKLI01000061.1_27	100		hypothetical protein						
NZ_POFK01000036.1_25	275	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ						UniRef50_T0QUZ5
NZ_CAKKLL010000006.1_73	439		Glucose/Sorbosone dehydrogenase domain-containing protein						UniRef50_A0A1I1JQM3
NZ_JABEPA010000094.1_31	298		5,10-methylenetetrahydrofolate reductase						UniRef50_P0AEZ1
NZ_VITX01000004.1_273	305		putative membrane transporter protein						UniRef50_G7WG62
NZ_JAHOKK010000002.1_102	154		hypothetical protein						UniRef50_K5CEQ2
NZ_CM001561.1_4901	1399		DNA-directed RNA polymerase subunit beta'						UniRef50_A0A0A8E9Y1
NZ_RBTH01000323.1_2	290		hypothetical protein						
NZ_CP059449.1_2220	260		ABC transporter domain-containing protein						UniRef50_A0A3D1U1I9
NZ_JAEHTC010000020.1_15	519		Recombinase						UniRef50_A0A0E9ZTI2
NZ_NHTC01000004.1_31	243	dsbA	Disulfide bond formation protein DsbA						UniRef50_A0A2N5BPE0
NZ_AOHM01000041.1_26	497		Integrating conjugative element protein, family						UniRef50_A0A3M4S2D4
NZ_JAJHAG010000017.1_90	100		hypothetical protein						
NZ_JAJLIW010000332.1_1	79		hypothetical protein						
NZ_JACWNJ010000021.1_521	451		Transposase IS66 family protein						UniRef50_A0A6G8NYF6
NZ_CP048408.1_2576	311		hypothetical protein						
NZ_LKEG01000060.1_127	181		Cytochrome b561 bacterial/Ni-hydrogenase domain-containing protein						UniRef50_A0A2H2Z7B8
NZ_JABCNF010000001.1_1660	31		hypothetical protein						
NZ_VWWX01000001.1_335	138		hypothetical protein						
NZ_QPBZ01000065.1_7	146		hypothetical protein						
NZ_KI973221.1_2009	57		hypothetical protein						
NZ_AZQQ01000060.1_32	438		undecaprenyl-diphosphate phosphatase						UniRef50_A0A0P9HX18
NZ_PEJL01000092.1_36	61		Transposase						UniRef50_A0A261W8W9
NZ_CP032321.1_2374	905		Virulence factor						UniRef50_A0A212Q941
NZ_RBNY01000367.1_1	116		Aldehyde dehydrogenase family protein						UniRef50_A0A537CUR8
NZ_RPHZ01000001.1_145	459		DUF3300 domain-containing protein						UniRef50_Q92ZT3
NZ_WKBS01000090.1_4	224		DUF4145 domain-containing protein						UniRef50_W0MJE9
NZ_CXPA01000071.1_22	91	cdiI	CdiI immunity protein domain-containing protein						UniRef50_A0A8G2A5D7
JACWNF010000015.1_69	145		hypothetical protein						
NZ_JAEKFL010000001.1_953	279		Ribosomal RNA large subunit methyltransferase J						UniRef50_A0A562IJT0
NZ_UNVB01000084.1_1	178	repL	Replication protein RepL						UniRef50_A0A1I9WJN6
NZ_LJRI01000428.1_1	190		hypothetical protein						
NZ_UWWA01000001.1_2729	618		Anaerobic dimethyl sulfoxide reductase subunit A						UniRef50_A0A486MVR8
NZ_WKCF01000021.1_26	70		hypothetical protein						
RZVX01000296.1_1	71		hypothetical protein						
NZ_PIEA01001054.1_1	158		hypothetical protein						
NZ_JAGXBL010000132.1_6	139		hypothetical protein						
NZ_JACNDT010000002.1_1058	158		hypothetical protein						
NZ_CP053103.1_560	183		CI repressor						UniRef50_A0A0L7T743
NZ_CP023478.1_625	606		DNA primase						UniRef50_E0SH87
NZ_MOBI01000009.1_131	199	lolA	Outer membrane lipoprotein carrier protein LolA						UniRef50_A0A5E7TAC4
MHZO01000025.1_1	530		hypothetical protein						
NZ_JADVFB010000006.1_70	110		hypothetical protein						
CADW01000112.1_41	180	yaeQ	YaeQ family protein						UniRef50_A0A0F4TJ41
NZ_NKRF01000053.1_21	186		PAP fimbrial minor pilin protein						UniRef50_A0A119A478
NZ_QONO01000146.1_1	127		hypothetical protein						
NZ_CP060201.1_2050	760	piuD	TonB-dependent siderophore receptor PiuD						UniRef50_A0AAQ3QYH1
NZ_JAARMB010000013.1_99	70		hypothetical protein						
NZ_LIGE01000047.1_306	184		NADH pyrophosphatase						UniRef50_A0A554WSS4
NZ_RBSG01000772.1_6	364		hypothetical protein						
CAJNLB010000001.1_3031	191		Peptidase S26 domain-containing protein						UniRef50_F2LFH0
NZ_CABVHG010000007.1_118	97		hypothetical protein						UniRef50_A0A172YWQ4
PGYX01000772.1_1	413		hypothetical protein						
NZ_ACHU02000423.1_1	110		hypothetical protein						
