orgId	locusId	min_rank	max_rank	mean_rank	rank_range	n_configs_top50	n_configs_top100	in_top50_all	in_top100_all	original	equal	fitness_dominant	conservation_dominant	drop_biogeographic	drop_tractability
pseudo13_GW456_L13	PfGW456L13_3983	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4174	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4148	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4128	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4114	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_4186	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11687940	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_3902	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_3897	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11545551	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11403188	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11687942	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_4806	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_4762	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11687939	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_4441	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_4850	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11687937	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11545545	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_5076	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_4931	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11545548	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11403185	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_4691	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3319	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3295	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3282	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3256	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3192	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3480	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	3446237	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4099	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	18066	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	17866	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	3446228	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	17657	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3399	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3664	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3643	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3605	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	18075	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4082	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4036	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4283	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4196	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	1936869	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3856	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3855	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3828	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4342	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3698	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4323	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4284	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4452	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4434	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4420	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4410	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_4406	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo13_GW456_L13	PfGW456L13_3801	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	2200897	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	2200908	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	2200909	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	203952	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	2200915	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	2200891	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	2200887	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Smeli	SMa0162	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	203867	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	2200881	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942756	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	203568	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942759	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	203714	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	203842	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_732	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	202589	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942731	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942728	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	202498	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	202266	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	202739	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942735	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942750	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	202609	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	202996	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942747	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942746	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942743	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	370224	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	370269	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	370265	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942734	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF2783	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF2710	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF2595	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF4012	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF4002	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3160	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3159	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	2200893	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3203	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3999	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3980	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3971	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3911	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3853	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Smeli	SMc00661	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Smeli	SMc04184	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3108	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	2200892	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF4131	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF4068	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF4387	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF4313	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF4141	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF4460	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF2947	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3315	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3688	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3681	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3594	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3492	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3422	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3399	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF3316	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF4457	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS26825	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	199240	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942659	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	370221	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	199684	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	199612	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	199611	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	370293	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	199453	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	199325	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	199286	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942663	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	200081	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	200079	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942661	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	200296	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	370323	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS24045	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS23280	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS21790	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS21720	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS21665	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS21230	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS20950	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS24590	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS20195	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS19665	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS18795	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS18570	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS17495	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo5_N2C3_1	AO356_07675	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS25310	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS24805	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Koxy	BWI76_RS15780	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201770	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201739	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201657	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201623	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	370261	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201493	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942693	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	370245	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201800	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Smeli	SM_b20545	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Smeli	SM_b20982	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Smeli	SM_b21672	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Smeli	SM_b21666	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	202172	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942715	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942721	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942702	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	200181	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	200178	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942677	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942669	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	200424	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	200621	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	200573	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201789	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942689	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201215	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	11934329	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942685	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201154	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201383	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	201361	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942676	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
MR1	10942670	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	16345	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11403162	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11545525	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11687917	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11403163	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11545526	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11545522	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11687914	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11403160	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11545523	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11687915	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11403161	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11545524	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11687916	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	16451	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Marino	GFF2308	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_531	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_517	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_509	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_505	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_460	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_433	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_368	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	3446205	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_893	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_752	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11687907	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11545515	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11403152	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11687906	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11545514	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11403151	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	16380	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1255	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1237	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1206	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1192	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1157	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1062	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1047	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	3446192	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1747	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1735	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1700	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1605	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1602	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1526	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1494	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
Keio	11403174	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_1778	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_5440	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_713	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_682	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
pseudo1_N1B4	Pf1N1B4_666	13218	14314	13882.166666666666	1096	0	0	False	False	14158	13218	13895	13555	14153	14314
