gene_cluster_id	root_og	narrowest_og	n_tax_levels	breadth_class	COG_category	EC	KEGG_ko	PFAMs	Description	n_species	n_clusters
NZ_JAATUR010000027.1_40	COG2200	3XM4Z	5	universal	T	-	-	CSS-motif,EAL	cyclic-guanylate-specific phosphodiesterase activity	10	18
NZ_JAATUR010000015.1_7	COG0719	3XND6	5	universal	O	-	ko:K09014	UPF0051	The SufBCD complex acts synergistically with SufE to stimulate the cysteine desulfurase activity of SufS. The SufBCD complex contributes to the assembly or repair of oxygen-labile iron-sulfur clusters under oxidative stress. May facilitate iron uptake from extracellular iron chelators under iron limitation	4	4
NZ_JAATUR010000045.1_10	COG2141	3XQ6H	5	universal	F	1.14.99.46	ko:K09018	Bac_luciferase	Catalyzes the pyrimidine ring opening between N-3 and C- 4 by an unusual flavin hydroperoxide-catalyzed mechanism to yield ureidoacrylate peracid. It cleaves pyrmidine rings directly by adding oxygen atoms, making a toxic ureidoacrylate peracid product which can be spontaneously reduced to ureidoacrylate	9	13
VITJ01000024.1_87	COG0477	4B9BU	5	universal	EGP	-	-	MFS_3	Transmembrane secretion effector	7	10
NZ_RPKR01000009.1_12	COG3409	COG3409	2	universal	M	-	-	PG_binding_1	Peptidoglycan-binding domain 1 protein	13	20
NZ_LKBS01000067.1_144	2Z8D2	1Z6K7	5	universal	S	-	-	DUF4129	Domain of unknown function (DUF4129)	4	4
NZ_WISL01000150.1_104	30NWR	4BDAK	5	universal	-	-	-	-	-	1	1
NZ_WKBX01000256.1_7	2ZD7R	1Z992	5	universal	-	-	-	-	-	1	1
NZ_JAKMVX010000008.1_33	COG2187	1Z62C	7	universal	S	-	ko:K07028	AAA_33,APH	AAA domain	12	13
NZ_LIHR01000113.1_8	COG5339	1Z4WM	5	universal	S	-	-	DUF945	Bacterial protein of unknown function (DUF945)	7	7
NZ_RPKD01000036.1_2	COG4529	4B8JQ	5	universal	S	-	-	NAD_binding_9	FAD-NAD(P)-binding	8	12
NC_007005.1_4146	2Z9TZ	1Z8XD	5	universal	S	-	-	DUF2875	Protein of unknown function (DUF2875)	2	2
NC_018700.1_2358	COG0400	4BA08	7	universal	E	-	ko:K06999	Abhydrolase_2,Glyoxalase,Peptidase_S9	glyoxalase bleomycin resistance protein dioxygenase	2	3
NZ_RPIO01000025.1_24	COG5361	1K4FK	5	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1254)	10	23
NZ_RPIK01000070.1_25	COG3488	4B7PZ	5	universal	C	-	-	DHOR	Thiol oxidoreductase	7	7
NZ_RPHO01000025.1_65	COG2931	2TRVY	4	universal	Q	-	-	HemolysinCabind	COG2931 RTX toxins and related Ca2 -binding proteins	18	39
NZ_WISX01000340.1_1	COG3064	4B75R	7	universal	M	-	-	OmpA	Belongs to the ompA family	19	38
NZ_RPHO01000041.1_54	COG5361	4BDND	5	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1214)	10	23
AKZY01000197.1_3	COG0433	4B84G	5	universal	S	-	ko:K06915	DUF853	Bacterial protein of unknown function (DUF853)	13	21
NZ_QPBP01000062.1_17	COG1262	1Z61T	5	universal	S	-	-	FGE-sulfatase	Sulfatase-modifying factor enzyme 1	18	26
NZ_RPJR01000053.1_35	COG5598	4B8B6	5	universal	H	2.1.1.250	ko:K14083	MTTB	Trimethylamine methyltransferase (MTTB)	1	1
NZ_RPIL01000007.1_107	COG3333	4BBHG	5	universal	S	-	ko:K07793	TctA	Tripartite tricarboxylate transporter TctA family	7	19
NZ_LKCE01000012.1_244	2Z7QR	1Z9KK	5	universal	S	-	-	TraG_N	TraG-like protein, N-terminal region	1	1
NC_007005.1_1491	2Z915	1Z9CX	5	universal	-	-	-	-	-	1	1
MLER01000010.1_11	COG2187	1Z62C	7	universal	S	-	ko:K07028	AAA_33,APH	AAA domain	12	13
NZ_RPLU01000002.1_61	COG0654	1ZUHW	3	universal	CH	-	-	FAD_binding_3	FAD binding domain	8	11
NZ_NHTB01000222.1_6	COG1639	1Z6DM	5	universal	T	-	-	HDOD	HDOD domain	4	13
NZ_AGVV01000032.1_27	2Z8R7	2U54H	4	universal	-	-	-	Abhydrolase_1	-	1	1
NZ_RPKL01000111.1_3	COG5616	4BNTV	9	universal	K	-	-	TPR_8,Trans_reg_C	Transcriptional regulatory protein, C terminal	11	16
NZ_RPKO01000054.1_1	COG2273	4BASH	5	universal	G	-	-	-	Hydrolase Family 16	2	3
NZ_KI421518.1_1414	COG5361	4BAZE	5	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1254)	10	23
AKZY01000288.1_15	COG0248	4BAJE	5	universal	FP	3.6.1.11,3.6.1.40	ko:K01524	Ppx-GppA	Exopolyphosphatase	4	5
NZ_CP021804.1_1999	COG3178	4B9E7	7	universal	S	2.7.1.221	ko:K07102	APH,TsaE	Threonylcarbamoyl adenosine biosynthesis protein TsaE	4	4
NZ_JZXD01000014.1_115	COG0433	4B9VY	5	universal	S	-	ko:K06915	DUF87	Domain of unknown function DUF87	13	21
AKZY01000266.1_1	COG0318	4BBG1	5	universal	IQ	6.2.1.3	ko:K01897	AMP-binding,AMP-binding_C	AMP-binding enzyme C-terminal domain	10	17
NZ_AVEA02000278.1_2	COG3333	1Z65K	5	universal	S	-	ko:K07793	TctA	Tripartite tricarboxylate transporter TctA family	7	19
AKZY01000238.1_18	COG3333	4B9MM	5	universal	S	-	ko:K07793	TctA	protein conserved in bacteria	7	19
NZ_RPIZ01000084.1_22	COG4784	4B8RJ	5	universal	S	-	-	LysM,Peptidase_M48	Peptidase M48 Ste24p	1	1
NZ_RPIW01000007.1_18	COG3333	4BCW5	5	universal	S	-	ko:K07793	TctA	Tripartite tricarboxylate transporter TctA family	7	19
NZ_CP009146.1_20	COG3333	4B9MM	5	universal	S	-	ko:K07793	TctA	protein conserved in bacteria	7	19
NZ_ATYH01000037.1_41	COG3920	4BATJ	7	universal	T	-	-	GAF,HWE_HK,PAS_3	HWE histidine kinase	2	6
NZ_RPMC01000128.1_1	COG0397	4B8PF	5	universal	S	-	ko:K08997	UPF0061	Belongs to the UPF0061 (SELO) family	22	24
NZ_RPII01000096.1_11	COG3800	4B9SI	7	universal	K	-	ko:K21686	DUF2083,HTH_3,HTH_31,Peptidase_M78	transcriptional	1	2
NZ_WKCX01000047.1_14	COG3517	1Z5TR	5	universal	S	-	ko:K11900	VipB	Type VI secretion protein, EvpB/VC_A0108, tail sheath	5	9
NZ_CP021797.1_3247	COG0520	4B9Y0	5	universal	E	-	-	Aminotran_5	Aminotransferase class-V	2	2
NZ_NHTB01000098.1_54	COG0063	1Z717	7	universal	H	4.2.1.136,5.1.99.6	ko:K17758,ko:K17759	Carb_kinase,YjeF_N	Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration	5	5
NZ_RPIF01000118.1_4	COG1807	4B87Z	5	universal	M	-	-	PMT_2	Dolichyl-phosphate-mannose-protein mannosyltransferase	7	12
NZ_KI421518.1_1254	COG0063	4BAGD	7	universal	G	-	-	Carb_kinase,YjeF_N	Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration	5	5
NC_007005.1_1458	COG3064	1T1FI	4	universal	M	-	-	-	Integrating conjugative element protein	19	38
AKZY01000290.1_12	COG5361	4BMYI	5	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1254)	10	23
NZ_PCZM01000148.1_28	COG1322	1Z63Y	5	universal	S	-	ko:K09760	RmuC	RmuC family	12	12
NZ_RPHY01000006.1_59	32RSK	4B93S	5	universal	-	-	-	-	-	1	1
VITP01000022.1_8	COG5476	4BC2H	5	universal	S	-	-	DUF1485,MlrC_C	Involved in peptidolytic degradation of cyclic heptapeptide hepatotoxin microcystin (MC)	4	5
NC_007005.1_2693	2ZB96	1S2F3	4	universal	S	-	-	DUF2971	Protein of unknown function (DUF2971)	1	1
NZ_WISV01000141.1_17	COG1012	4B7AV	5	universal	C	1.2.1.3	ko:K00128	Aldedh	belongs to the aldehyde dehydrogenase family	2	3
NZ_RPIZ01000010.1_18	COG1538	4B9DU	5	universal	MU	-	-	OEP	Outer membrane efflux protein	10	27
AKZY01000114.1_2	COG1686	4B9ZR	5	universal	M	3.4.16.4	ko:K01286	Peptidase_S11,SPOR	Belongs to the peptidase S11 family	1	2
NZ_RPME01000003.1_33	COG4782	4B7KW	5	universal	C	-	-	DUF900	protein conserved in bacteria	3	6
NZ_QPCD01000242.1_3	COG0477	1Z5JC	5	universal	EGP	-	-	MFS_3	Transmembrane secretion effector	7	10
NZ_LKCE01000012.1_220	COG0210	1Z8IK	5	universal	L	-	-	AAA_19,UvrD-helicase,UvrD_C,UvrD_C_2	UvrD-like helicase C-terminal domain	8	9
NZ_LKEO01000082.1_37	COG0397	1Z622	5	universal	S	-	ko:K08997	UPF0061	Belongs to the UPF0061 (SELO) family	22	24
NZ_ATYP01000026.1_10	COG1473	4B79J	5	universal	S	-	ko:K12941	M20_dimer,Peptidase_M20	amidohydrolase	3	3
NZ_WKCE01000326.1_4	COG2072	1Z61A	5	universal	P	-	-	K_oxygenase,NAD_binding_9,Pyr_redox_3	L-lysine 6-monooxygenase (NADPH-requiring)	7	7
NZ_QPBY01000076.1_23	COG5301	1Z96G	5	universal	G	-	-	-	cellulose 1,4-beta-cellobiosidase activity	7	10
NZ_QPCD01000007.1_75	340WS	1NJHM	3	universal	-	-	-	-	-	1	1
NZ_WISN01000069.1_2	COG0018	2TS3Y	4	universal	J	6.1.1.19	ko:K01887	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d	Arginyl-tRNA synthetase	1	1
NZ_RBUG01000034.1_110	2Z8CV	1Z4NA	5	universal	S	-	-	Haem_oxygenas_2	Iron-containing redox enzyme	6	6
NZ_NHTB01000006.1_42	COG0827	1Z8Q3	5	universal	L	-	-	-	DNA restriction-modification system	7	7
NC_015596.1_1260	COG3866	4BGAE	5	universal	G	4.2.2.2	ko:K01728	-	Pectate lyase	4	11
NZ_RPIA01000049.1_44	COG1538	4B9DU	5	universal	MU	-	-	OEP	Outer membrane efflux protein	10	27
NZ_LKEL01000093.1_129	COG0515	1Z4X6	5	universal	KLT	-	-	Kdo	Lipopolysaccharide kinase (Kdo/WaaP) family	13	18
NZ_RPKD01000010.1_98	COG0467	4B8NV	5	universal	T	-	ko:K08482	ATPase	GvpD gas vesicle protein	4	6
NZ_RPIZ01000117.1_7	COG2072	4B7GT	5	universal	P	-	-	Pyr_redox_3	oxidoreductase	7	7
NZ_RPHN01000054.1_40	COG5338	4B9CB	5	universal	S	-	-	BBP2_2	Putative beta-barrel porin 2	7	8
NZ_RPHO01000110.1_8	COG5476	4BBTJ	5	universal	S	-	-	DUF1485,MlrC_C	Involved in peptidolytic degradation of cyclic heptapeptide hepatotoxin microcystin (MC)	4	5
NZ_MVAW01000226.1_58	COG0389	1Z8FF	5	universal	L	-	ko:K14161	IMS	impB/mucB/samB family	6	9
NZ_LJRH01000363.1_11	COG3488	1Z78Q	5	universal	C	-	-	DHOR	Di-haem oxidoreductase, putative peroxidase	7	7
NZ_GL385347.1_6	31JK8	1Z99I	5	universal	-	-	-	-	-	1	1
NZ_CP005969.1_2750	2ZAE8	1RQQR	4	universal	S	-	-	DUF4055	Domain of unknown function (DUF4055)	3	3
NZ_RPMP01000024.1_20	COG1035	4B81N	5	universal	C	-	-	FrhB_FdhB_C,FrhB_FdhB_N	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term	2	2
NZ_RPIK01000049.1_14	COG2723	2U2WT	4	universal	G	-	-	DUF4214,Glyco_hydro_53,Glyco_hydro_cc	6-phospho-beta-galactosidase activity	3	3
NZ_WISL01000037.1_26	COG2244	4B9SC	5	universal	S	-	-	Polysacc_synt,Polysacc_synt_C	Membrane protein involved in the export of O-antigen and teichoic acid	12	19
NZ_CP021818.1_153	COG4948	4BA6Q	5	universal	M	-	-	MR_MLE_C	Mandelate Racemase Muconate Lactonizing	5	7
NC_015590.1_595	COG0312	4BATK	5	universal	S	-	ko:K03568	PmbA_TldD	modulator of DNA gyrase	5	5
NZ_RPKF01000021.1_36	COG0606	4B9T4	5	universal	O	-	ko:K07391	ChlI,Mg_chelatase,Mg_chelatase_C	ATPase with chaperone activity	1	1
AKZY01000291.1_31	COG0389	4B9H1	5	universal	L	-	ko:K14161	IMS	Nucleotidyltransferase DNA polymerase involved in DNA repair	6	9
NZ_WISN01000076.1_43	COG2308	4B9RU	5	universal	S	-	-	CP_ATPgrasp_2	Circularly permuted ATP-grasp type 2	25	45
NZ_QPBY01000015.1_7	31J41	1Z6I1	5	universal	S	-	-	DUF4329	Domain of unknown function (DUF4329)	1	1
MLEL01000012.1_92	COG2308	1Z5XB	5	universal	S	-	-	CP_ATPgrasp_2	Circularly permuted ATP-grasp type 2	25	45
NZ_RPNN01000038.1_12	COG2079	4BAC6	5	universal	S	-	-	MmgE_PrpD	MmgE/PrpD family	5	8
NZ_CP021793.1_353	COG3800	4BB3F	7	universal	K	-	ko:K07110	DUF2083,HTH_3,HTH_31,Peptidase_M78	transcriptional	1	2
NC_017322.1_2015	COG3409	4B7AG	7	universal	M	-	-	PG_binding_1,YkuD	ErfK YbiS YcfS YnhG family protein	13	20
NC_003078.1_433	COG1593	4B7N5	5	universal	G	-	-	DctM	TRAP-type C4-dicarboxylate transport system, large permease component	2	4
NC_007005.1_3880	COG3093	1Z8SV	5	universal	K	-	-	-	addiction module antidote protein HigA	9	12
NZ_CP021219.1_3180	COG0534	4B9RD	5	universal	V	-	ko:K03327	MatE	multidrug efflux	3	5
NC_007005.1_3307	COG4529	1Z5UK	5	universal	S	-	-	NAD_binding_9	FAD-NAD(P)-binding	8	12
NZ_ATZD01000002.1_239	COG0402	2U19E	4	universal	F	-	-	Amidohydro_1	Amidohydrolase family	3	3
NC_019845.2_3318	COG5383	4B8EU	5	universal	S	-	-	DUF1338	DUF1338	14	14
MLER01000003.1_103	COG1249	1Z6TG	5	universal	C	-	-	-	Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family	2	2
NZ_LKBS01000065.1_5	349PC	1Z8HH	5	universal	S	-	-	DUF726	Protein of unknown function (DUF726)	1	1
NZ_NHSS01000023.1_3	COG2606	1Z5SD	7	universal	T	-	-	HDOD,tRNA_edit	Aminoacyl-tRNA editing domain	15	20
NZ_JZXD01000033.1_27	COG0624	4B6XS	5	universal	E	-	-	M20_dimer,Peptidase_M20	Acetylornithine deacetylase Succinyl-diaminopimelate desuccinylase and related deacylases	9	12
AKZY01000150.1_1	2Z9S9	4BEB0	5	universal	-	-	-	-	-	1	1
NZ_RPNA01000005.1_160	COG4529	4B86J	5	universal	S	-	-	NAD_binding_9	FAD-NAD(P)-binding	8	12
NZ_LKBS01000034.1_288	COG5383	1Z5GH	5	universal	S	-	-	DUF1338	DUF1338	14	14
NZ_AGVV01000029.1_66	COG1070	4B90Y	5	universal	G	-	-	FGGY_N	Sugar (pentulose and hexulose) kinases	1	1
NZ_RPJG01000017.1_36	COG0043	4BCZJ	5	universal	H	4.1.1.98	ko:K03182,ko:K16874	UbiD	Belongs to the UbiD family	3	3
NZ_WKBL01000132.1_1	2Z7ND	1Z55X	5	universal	S	-	-	-	Virulence effector protein	4	4
NZ_ATYP01000030.1_58	2Z7U8	4BBVF	5	universal	-	-	-	-	-	1	1
NZ_JAKMVM010000022.1_55	2Z9E3	1Z52Y	5	universal	S	-	-	DUF2868	Protein of unknown function (DUF2868)	4	4
NZ_VBUL01000005.1_83	31WM6	1Z8SU	5	universal	S	-	-	DUF3999	Protein of unknown function (DUF3999)	8	8
NZ_RPHV01000006.1_29	COG0161	4B9YV	5	universal	E	-	-	Aminotran_3	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	6	10
NC_020560.1_416	COG0161	4B8IZ	5	universal	E	2.6.1.76	ko:K15785	Aminotran_3	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	6	10
MLEK01000008.1_94	COG1611	1Z75K	5	universal	S	3.2.2.10	ko:K06966	DUF3412,DUF4478,Lysine_decarbox	Domain of unknown function (DUF4478)	11	17
NZ_ATZD01000015.1_80	COG4782	4BIWT	5	universal	S	-	-	DUF900	Alpha/beta hydrolase of unknown function (DUF900)	3	6
CP021812.1_958	COG1463	4B9RS	5	universal	Q	-	ko:K02067	MlaD	ABC-type transport system involved in resistance to organic solvents, periplasmic component	8	10
NZ_AVEA02000020.1_8	2Z7HQ	1Z67B	5	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_RPNT01000066.1_7	COG5361	4B93D	5	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1254)	10	23
NZ_MVAW01000079.1_16	COG3772	1Z9AW	5	universal	S	-	-	-	Integrating conjugative element protein	3	4
NZ_PCZM01000107.1_6	334W6	1Z8QJ	5	universal	S	-	-	Ntox15	Novel toxin 15	1	1
NC_007005.1_3869	COG0758	1Z94H	5	universal	LU	-	-	DNA_processg_A	DNA recombination-mediator protein A	3	3
NZ_RPKN01000031.1_36	COG0248	4B7FN	5	universal	FP	3.6.1.11,3.6.1.40	ko:K01524	Ppx-GppA	Exopolyphosphatase	4	5
VITJ01000027.1_78	COG0174	4B7QK	5	universal	E	6.3.1.2	ko:K01915	Gln-synt_C	glutamine synthetase	1	1
AKZY01000220.1_17	COG0739	4B7XC	5	universal	M	-	-	Peptidase_M23	Membrane proteins related to metalloendopeptidases	4	6
NZ_WKBL01000001.1_112	COG3185	1RR9Q	4	universal	E	-	-	AtuA	terpene utilization protein AtuA	4	4
NC_007005.1_1547	2Z7Q1	1Z8KK	5	universal	-	-	-	-	-	3	3
NZ_JAKMVY010000021.1_6	COG1561	1Z757	5	universal	S	-	-	DUF1732,YicC_N	Domain of unknown function (DUF1732)	17	17
NZ_GL385308.1_116	COG1801	1Z5CS	5	universal	S	-	-	DUF72	Protein of unknown function DUF72	26	39
NZ_CP021798.1_396	COG5361	1JTAK	5	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1254)	10	23
NWVT01000006.1_206	COG3246	4BCFU	5	universal	S	-	-	BKACE	beta-keto acid cleavage enzyme	11	18
NWVT01000001.1_265	COG2220	4BEEW	5	universal	T	-	ko:K03476	LMWPc,Lactamase_B_2,Lactamase_B_3	Beta-lactamase superfamily domain	12	15
NZ_WKDH01000117.1_10	COG1917	1Z6X7	5	universal	S	-	-	Haem_oxygenas_2	Iron-containing redox enzyme	29	63
NZ_LIHR01000023.1_309	COG1403	1Z9P2	5	universal	V	-	-	-	HNH endonuclease	21	32
NZ_RPIO01000219.1_5	COG3568	4BAW8	5	universal	L	-	-	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family	8	15
NZ_RPIJ01000006.1_169	COG3741	4BB3K	5	universal	E	-	-	FGase	N-formylglutamate amidohydrolase	1	2
NZ_RDQX01000027.1_96	COG1661	4BJIM	5	universal	S	-	-	DUF296	Domain of unknown function (DUF296)	4	6
NZ_ATYH01000091.1_12	COG1082	2PV1Q	5	universal	G	-	-	AP_endonuc_2	Xylose isomerase-like TIM barrel	10	23
AKZY01000236.1_41	315WQ	4BAXW	5	universal	S	-	-	Alph_Pro_TM	Putative transmembrane protein (Alph_Pro_TM)	3	3
NZ_WKDH01000090.1_26	COG1073	1Z8ZT	5	universal	S	-	-	FSH1,Lipase_3	alpha beta	27	59
NZ_LKHA01000001.1_154	COG1099	1Z7FI	5	universal	S	-	-	-	with the TIM-barrel fold	1	1
NZ_LIHR01000062.1_23	COG0702	1Z7AH	5	universal	GM	1.6.5.2	ko:K19267	NAD_binding_10,NmrA	NmrA-like family	16	26
NZ_JALJ01000009.1_55	COG1660	1Z79F	5	universal	S	-	ko:K06958	ATP_bind_2	Displays ATPase and GTPase activities	7	7
NZ_RPHW01000053.1_8	COG1737	4BME3	5	universal	K	-	-	HTH_6,SIS	Helix-turn-helix domain, rpiR family	4	9
NZ_RPHQ01000010.1_136	COG0760	4B95A	5	universal	M	5.2.1.8	ko:K01802,ko:K03769	Rotamase,Rotamase_3	peptidyl-prolyl isomerase	9	10
NZ_RPHK01000029.1_22	COG2067	4B8DG	5	universal	I	-	-	-	long-chain fatty acid transport protein	8	15
NC_017325.1_3591	COG0791	4BB9A	5	universal	M	-	-	NLPC_P60,SH3_3	Cell wall-associated hydrolases (invasion-associated proteins)	8	12
NWVT01000021.1_44	COG3217	4BMX5	5	universal	S	-	ko:K07140	MOSC,MOSC_N	MOSC N-terminal beta barrel domain	6	6
NZ_NBAK01000035.1_199	COG3665	1Z5K8	5	universal	S	-	ko:K09967	DUF1989	Domain of unknown function (DUF1989)	6	8
NZ_WISU01000113.1_43	2Z854	4BBWN	5	universal	S	-	-	DUF1206	Domain of Unknown Function (DUF1206)	5	5
NZ_PZMJ02000002.1_657	COG5285	4BJ3G	5	universal	Q	-	-	PhyH	Phytanoyl-CoA dioxygenase (PhyH)	7	9
NZ_CP019585.1_169	COG4711	4BBJJ	5	universal	S	-	-	DUF2391	membrane	3	3
NZ_CP021823.1_175	COG1082	4BBD1	5	universal	G	5.1.3.30,5.1.3.31	ko:K18910	AP_endonuc_2	Xylose isomerase-like TIM barrel	10	23
NZ_CP021808.1_3115	COG0647	4B6XY	5	universal	G	-	-	Hydrolase_6,Hydrolase_like	sugar phosphatases of the HAD superfamily	4	6
NZ_JAGPYR010000017.1_62	33GG9	1Z9QT	5	universal	-	-	-	-	-	2	2
NZ_RPKX01000037.1_45	COG0647	4BDWX	5	universal	G	-	-	Hydrolase_6,Hydrolase_like	Haloacid dehalogenase-like hydrolase	4	6
NZ_CP021809.1_760	COG0657	4BM7U	5	universal	I	3.5.1.9	ko:K01432	Abhydrolase_3	Carboxylesterase family	3	3
NZ_AZNW01000090.1_5	COG0565	4B74Q	5	universal	J	-	ko:K02533	DUF559,SpoU_methylase	Catalyzes the formation of 2'O-methylated cytidine (Cm32) or 2'O-methylated uridine (Um32) at position 32 in tRNA	1	1
AKZY01000376.1_19	COG2908	4B71B	5	universal	S	-	-	Metallophos,Metallophos_2	protein conserved in bacteria	5	6
NZ_WKDJ01000045.1_14	3430C	1SR1A	4	universal	-	-	-	-	-	1	1
NZ_LGKT01000094.1_47	COG3777	1Z947	5	universal	S	4.2.1.153,4.2.1.56	ko:K09709,ko:K18291	MaoC_dehydrat_N	N-terminal half of MaoC dehydratase	3	4
NZ_WISM01000242.1_2	COG1853	4BIUB	5	universal	S	-	-	Abhydrolase_1,Flavin_Reduct	PFAM flavin reductase domain protein FMN-binding	8	13
NZ_RPMK01000007.1_36	3322C	2UI0Q	4	universal	-	-	-	-	-	2	2
NZ_RPMH01000030.1_37	COG0697	4B982	5	universal	EG	-	-	EamA	permeases of the drug metabolite transporter (DMT) superfamily	24	134
NZ_RPJR01000063.1_29	2Z7IB	4BA3U	5	universal	-	-	-	-	-	1	1
NZ_RPHW01000002.1_70	COG3012	4BCI1	5	universal	S	-	-	-	SEC-C Motif Domain Protein	21	24
NZ_CP021818.1_313	COG0596	4BNS4	5	universal	S	-	-	Hydrolase_4	Alpha/beta hydrolase family	14	23
NZ_CP021828.1_134	COG1830	4BAY5	5	universal	G	-	-	DeoC	DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes	2	2
NWVT01000031.1_85	COG1737	4B9WH	5	universal	K	-	-	HTH_6,SIS	Helix-turn-helix domain, rpiR family	4	9
CP021813.1_1129	COG5564	4BARD	5	universal	S	-	-	PEP_hydrolase	Phosphoenolpyruvate hydrolase-like	2	4
NZ_MLES01000003.1_145	COG0730	1Z6N4	5	universal	S	-	ko:K07090	TauE	membrane transporter protein	20	72
NZ_RPHU01000020.1_94	COG0454	4B917	5	universal	K	-	-	Acetyltransf_1,Acetyltransf_10	Acetyltransferase	11	20
NZ_CP021799.1_712	COG2120	2U97U	4	universal	Q	-	-	PIG-L	proteins, LmbE homologs	8	12
NZ_NBAP01000002.1_62	31J90	1Z7EA	5	universal	-	-	-	-	-	1	1
NZ_PCZN01000205.1_80	COG1573	1Z8FS	5	universal	L	-	-	DUF4130	Domain of unknown function (DUF4130	7	9
NC_007005.1_2692	2Z95D	1S08X	4	universal	S	-	-	Abi_C	Abortive infection C-terminus	1	1
NZ_CP026526.1_950	COG0589	4BNPH	5	universal	T	-	-	Usp	Universal stress protein UspA and related nucleotide-binding proteins	8	25
NZ_RPHT01000040.1_54	COG0589	4BCN9	5	universal	T	-	-	Usp	Universal stress protein family	8	25
NZ_RPIA01000082.1_15	COG1376	4BM6R	5	universal	S	-	-	YkuD	protein conserved in bacteria	19	36
NZ_RPHR01000095.1_10	COG1235	4B86X	5	universal	S	3.1.4.55	ko:K06167	Lactamase_B_2	Metal-dependent hydrolases of the beta-lactamase superfamily I	3	4
NZ_CP021795.1_1533	COG3618	4B7I8	5	universal	S	-	-	Amidohydro_2	metal-dependent hydrolase of the TIM-barrel fold	5	6
NC_020528.1_2249	COG2017	4B8DY	5	universal	G	-	-	DUF4432	Domain of unknown function (DUF4432)	11	13
NC_018701.1_222	COG3257	4B73H	5	universal	S	3.5.3.26	ko:K14977	Cupin_2	protein, possibly involved in glyoxylate utilization	2	2
NZ_JAKMVM010000022.1_87	COG2961	1Z692	5	universal	H	2.1.1.266	ko:K07115	RsmJ	Specifically methylates the adenine in position 2030 of 23S rRNA	7	7
MLEK01000001.1_481	2Z854	1Z90K	5	universal	S	-	-	DUF1206	Domain of Unknown Function (DUF1206)	5	5
NZ_RPKQ01000043.1_4	COG2267	4BNVE	5	universal	I	-	-	Abhydrolase_1,Abhydrolase_6	Alpha/beta hydrolase family	21	45
NZ_RPJF01000064.1_5	COG0697	4B7TA	5	universal	EG	-	ko:K15269	EamA	Permeases of the drug metabolite transporter (DMT) superfamily	24	134
NZ_RPHM01000013.1_70	COG0589	4BNPH	5	universal	T	-	-	Usp	Universal stress protein UspA and related nucleotide-binding proteins	8	25
NZ_RPIA01000006.1_19	COG5403	4BNM8	5	universal	S	-	-	DUF937	Bacterial protein of unknown function (DUF937)	2	2
NC_019845.2_2838	COG2220	4B90M	5	universal	S	-	-	Lactamase_B_3	Zn-dependent hydrolases of the beta-lactamase fold	12	15
NZ_RBRX01000279.1_23	COG2822	1Z4MK	5	universal	P	-	ko:K07224	Cupredoxin_1,Peptidase_M75	Periplasmic lipoprotein involved in iron transport	1	2
NZ_CP005969.1_1374	COG5549	1Z6FV	5	universal	O	-	-	Astacin,Peptidase_M10	Zinc-dependent metalloprotease	6	9
NZ_RPMK01000011.1_82	COG2199	4BM1V	5	universal	T	-	-	GAF,GAF_2,GGDEF	Domain present in phytochromes and cGMP-specific phosphodiesterases.	3	6
NZ_RPKH01000021.1_47	COG0582	4B756	5	universal	L	-	-	Phage_integrase	Belongs to the 'phage' integrase family	22	49
NZ_RPIY01000127.1_15	COG3821	4BBHY	5	universal	S	-	-	DUF599	Protein of unknown function, DUF599	12	12
NZ_RPHK01000029.1_38	COG0589	4B7CB	5	universal	T	-	-	Usp	Belongs to the universal stress protein A family	8	25
NZ_KI421523.1_1381	COG1235	4B7I4	5	universal	S	-	-	Lactamase_B_2	Beta-lactamase superfamily domain	3	4
NC_003047.1_3262	COG1082	4BB6Q	5	universal	G	-	-	AP_endonuc_2	Xylose isomerase-like TIM barrel	10	23
AKZY01000160.1_39	COG2513	4BFDD	5	universal	G	-	-	PEP_mutase	Phosphoenolpyruvate phosphomutase	3	4
