#Annotated with Bakta (v1.12.0): https://github.com/oschwengers/bakta
#Database (v6.0): https://doi.org/10.5281/zenodo.4247252
ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
NZ_FYDQ01000003.1_52	637	speA	arginine decarboxylase	4.1.1.19	GO:0006527,GO:0008295,GO:0008792,GO:0033388,GO:0046872	COG1166,E	WP_038997364.1	UPI000578FE89	UniRef100_A0A5E6PE25,UniRef50_Q9HUX1,UniRef90_Q88QC7
NZ_JAFHOI010000129.1_1	125		hypothetical protein						
NZ_NPZP01000012.1_114	186		DUF2857 domain-containing protein				WP_003158608.1	UPI00022F2E61	UniRef100_A0A1Z3MKK2,UniRef50_A0A084IG06,UniRef90_A9C2X2
NZ_RBTS01000126.1_1	192		Putative antirepressor				WP_122342410.1	UPI000EFE8FD7	UniRef100_A0AAW4E8R1,UniRef50_A0A241XFS4,UniRef90_A0A0N8QZ29
NZ_CP061930.1_202	475	wbaP	undecaprenyl-phosphate galactose phosphotransferase WbaP				WP_200519245.1	UPI00190AE7B9	UniRef100_UPI001CCB8736,UniRef50_Q46628,UniRef90_UPI001CCB8736
NZ_LACF01000030.1_152	147	lysB	Rz-like lysis system protein LysB				WP_046035113.1	UPI0005FB10A2	UniRef100_UPI0005FB10A2,UniRef50_A0A8H9YMM6,UniRef90_A0A8H9YMM6
NZ_LMCV01000045.1_158	443		Histidinol-phosphate aminotransferase				WP_056745336.1	UPI0006FC013F	UniRef100_A0A0Q6QC84,UniRef50_A0A1L5W1V7,UniRef90_A0A5E7WES3
NZ_LKEG01000041.1_252	423		Aminotransferase class V domain-containing protein				WP_064053931.1	UPI0007C98860	UniRef100_A0A3M4ANZ4,UniRef50_A0A379IC49,UniRef90_A0A3M4ANZ4
NZ_CP059738.1_2548	302	glsB	glutaminase B	3.5.1.2	GO:0004359,GO:0006537,GO:0006541,GO:0006543		WP_016982955.1	UPI0003173E01	UniRef100_A0A7H8GMI1,UniRef50_A0KNV3,UniRef90_A5W5B3
NZ_JWJF01000103.1_520	244	cysH	phosphoadenylyl-sulfate reductase	1.8.4.10,1.8.4.8	GO:0003824,GO:0004604,GO:0019379	COG0175,EH	WP_002553025.1	UPI0001BC9BE7	UniRef100_A0AAX1VR32,UniRef50_Q88KG2,UniRef90_A0A0C2I5T4
NZ_JACYVP010000013.1_107	190	darT	DarT ssDNA thymidine ADP-ribosyltransferase family protein				WP_200432094.1	UPI001906DFA3	UniRef100_UPI001906DFA3,UniRef50_G3IXG9,UniRef90_UPI001906DFA3
NZ_POHJ01000034.1_25	262		Fimbrial chaperone				WP_054596558.1	UPI0006CAF1CD	UniRef100_A0A2N8BUG6,UniRef50_A0AA35I8Q0,UniRef90_A0A2N8BUG6
NZ_CABVJD010000018.1_20	286	atpG	F0F1 ATP synthase subunit gamma	7.1.2.2	GO:0005524,GO:0005886,GO:0015986,GO:0042777,GO:0045261,GO:0046933	C,COG0224	WP_008045673.1	UPI0002708330	UniRef100_A0A0F4TTI4,UniRef50_Q6LKZ7,UniRef90_Q87TT3
NZ_PTSD01000105.1_3	28		hypothetical protein						
NZ_CABGMZ010000023.1_1	182	ltrA	group II intron reverse transcriptase/maturase	2.7.7.49	GO:0000373,GO:0003964		WP_002378356.1	UPI0001B2EAEA	UniRef100_A0A5B8PBV0,UniRef50_E0X598,UniRef90_E0X598
NZ_JANAEY010000002.1_180	247		Fimbrial protein						UniRef50_A0A232GPX4
NZ_JACMZL010000113.1_5	394		MFS transporter				WP_102624817.1	UPI000C880D9C	UniRef100_A0AB36Y5Z5,UniRef50_A0A0C5DQD5,UniRef90_A0A0J8FWU2
NZ_JAIOKN010000041.1_25	590	asnB	N-acetylglutaminylglutamine amidotransferase	6.3.5.4		COG0367,E	WP_015885090.1	UPI00019DA53E	UniRef100_C3K068,UniRef50_A0A5S9R961,UniRef90_Q886E6
NZ_LPOL01000011.1_1	206		Baseplate assembly protein				WP_045899453.1	UPI0005F966D9	UniRef100_A0A6G4MIV5,UniRef50_A0A0J1PME2,UniRef90_A0A9W3Q3C6
NZ_WKAZ01000008.1_18	178		RNA polymerase factor sigma-70	2.7.7.6	GO:0003677,GO:0006352,GO:0016987		WP_024674315.1	UPI000408182A	UniRef100_A0A9Q4A880,UniRef50_G3XCV1,UniRef90_A0A9X0GY06
NZ_JAGYGL010000012.1_96	388		Catalase				WP_065876936.1	UPI000812448B	UniRef100_A0A2H2Z790,UniRef50_A0A8S0H426,UniRef90_A0A031J208
DNYT01000181.1_3	498		leucine--tRNA ligase						UniRef50_A0A661JW38
CAKQQL010000246.1_1	24		hypothetical protein						
NZ_JAFGYZ010000006.1_207	218	algF	Alginate biosynthesis protein AlgF		GO:0042121,GO:0042597		WP_085608134.1	UPI000A1E283A	UniRef100_A0A4Y8VQ20,UniRef50_P70799,UniRef90_P59791
NZ_BMIL01000006.1_75	41		Flagellin-like protein						UniRef50_A0A4R6IPC9
NZ_NCTI01000002.1_1421	313		hypothetical protein						UniRef50_UPI0020CF371C,UniRef90_UPI0020CF371C
NZ_JAARME010000020.1_86	298		HTH lysR-type domain-containing protein				WP_065947220.1	UPI000811F680	UniRef100_A0A7Z1K3V1,UniRef50_A0A0C5DRJ3,UniRef90_A0A3M5U813
NZ_JALMSS010000011.1_88	155	hycI	hydrogenase maturation peptidase HycI	3.4.23.51	GO:0004175,GO:0004190,GO:0008047,GO:0016485,GO:0036211,GO:0046872	C,COG0680			UniRef50_P0AEV9,UniRef90_P0AEV9
NZ_CVTT01000058.1_48	74		hypothetical protein						
NZ_FMTK01000003.1_96	73		hypothetical protein						
NZ_CP080030.1_3903	90	hupB	DNA-binding protein HU-beta		GO:0003677,GO:0005829,GO:0030261,GO:0030527	B,COG0776	WP_003174819.1	UPI000188E822	UniRef100_A0A8H9YSI8,UniRef50_Q9KHS6,UniRef90_Q9KHS6
NZ_VKEN01000039.1_1	92		ATP-binding protein						UniRef50_UPI0023EEF829,UniRef90_UPI0023EEF829
NZ_CABVIW010000002.1_688	196		Lysis protein				WP_150687410.1	UPI0012413225	UniRef100_UPI0012413225,UniRef50_A0A5E7MBT4,UniRef90_A0A5E6U0Q6
NZ_QPDX01000074.1_7	1458		NACHT domain-containing NTPase				WP_117140657.1	UPI000E3E8BBD	UniRef100_UPI000E3E8BBD,UniRef50_Q47GA8,UniRef90_UPI0025A3916E
NZ_JALMGH020000001.1_1201	639		histidine kinase				WP_258449325.1	UPI00215BB868	UniRef100_UPI00215BB868,UniRef50_E8TP86,UniRef90_A0A5E7GJA8
NZ_CADFFP010000034.1_18	310	fdxH	formate dehydrogenase subunit beta	1.17.1.9	GO:0008863,GO:0015944,GO:0016020,GO:0051539	C,COG0437	WP_111935236.1	UPI000DC48C7F	UniRef100_A0A329BNS9,UniRef50_P44450,UniRef90_A0A6N6WQU4
LR782234.1_277	249		Extracellular solute-binding protein				WP_258450847.1	UPI00215CA629	UniRef100_UPI00215CA629,UniRef50_U5T4U0,UniRef90_A0A3S4SU91
NZ_LACH01000068.1_22	244	rfaP	Lipopolysaccharide core heptose(I) kinase RfaP				WP_046056431.1	UPI0005FB6DEC	UniRef100_A0A0F4V1M7,UniRef50_A0A1I4T2C7,UniRef90_A0A5E7Q0Y3
NZ_CP058253.1_1547	64		hypothetical protein						UniRef50_A7MFZ5
NZ_BDAA01000006.1_183	66		SWIM-type domain-containing protein				WP_053254937.1	UPI0006A614DD	UniRef100_A0A8B4I4E7,UniRef50_A0A010T042,UniRef90_A0A8B4I4E7
NZ_QGGS01000003.1_131	104		hypothetical protein					UPI000D7B8E4D	UniRef100_A0A2V2AQF0,UniRef50_A0A2V2AQF0,UniRef90_A0A2V2AQF0
NZ_SEJP01000644.1_1	60		hypothetical protein						
CP081280.1_166	126	vapC	type II toxin-antitoxin system VapC family toxin				WP_260074892.1	UPI0021A75F64	UniRef100_UPI0021A75F64,UniRef50_UPI0021A75F64,UniRef90_UPI0021A75F64
NZ_CP058212.1_4889	177		hypothetical protein						
NZ_CABVIP010000002.1_450	489		histidine kinase				WP_150616140.1	UPI00123EE500	UniRef100_UPI00123EE500,UniRef50_Q9HZ47,UniRef90_A0A423P750
JAHLSI010000008.1_1	70		ferrochelatase	4.98.1.1,4.99.1.9					UniRef50_A0A484ZMK0,UniRef90_UPI0024BC8014
NZ_MOAV01000001.1_335	45		hypothetical protein				WP_019094135.1	UPI00036E8289	UniRef100_A0A8S0H2J4,UniRef50_A0A8S0H2J4,UniRef90_A0A8S0H2J4
NZ_CABVIP010000016.1_61	55		hypothetical protein						
NZ_VKVJ01000272.1_1	79	dctA	C4-dicarboxylate transporter DctA						UniRef50_A0A974AS17,UniRef90_A0A2X2WH69
NZ_JAFHPH010000046.1_1	110		hypothetical protein						
NZ_RBOW01000662.1_1	51	dedD	Endolytic peptidoglycan transglycosylase RlpA	4.2.2.29		COG3147,D	WP_147464654.1	UPI000F3DAC94	UniRef100_A0A3M3JF17,UniRef50_A0A0H2ZFV1,UniRef90_A0A0Q0BRP6
NZ_JAJLJE010000038.1_1	202		ABC transporter ATP-binding protein						UniRef50_UPI001F1B56C6,UniRef90_UPI001FFC0710
NZ_LJRM01000026.1_1	141		Integral membrane protein					UPI0006E5ED74	UniRef100_A0A0P9RI91,UniRef50_Q9HW82,UniRef90_A0A0P9U602
NZ_JAMSHS010000005.1_133	115		Helix-hairpin-helix domain-containing protein				WP_252117265.1	UPI00207672EF	UniRef100_UPI00207672EF,UniRef50_A0A6I3WBD2,UniRef90_UPI00207672EF
NZ_RBTN01000246.1_46	1012		hypothetical protein						
NZ_JXJH01000050.1_123	202		hypothetical protein						UniRef50_A0A7H4MQB7,UniRef90_A0A7H4MQB7
NZ_VKUS01001843.1_1	67		hypothetical protein						
NZ_NOWT01000041.1_60	60		Zinc-finger domain-containing protein			COG4391,S	WP_035682430.1	UPI00039A6E70	UniRef100_A0A235H5E1,UniRef50_B6IWD9,UniRef90_A0A2K1G2Q3
CAESBP010000010.1_105	93	cbiN	energy-coupling factor ABC transporter substrate-binding protein		GO:0005886,GO:0006824,GO:0009236,GO:0015087,GO:0016020	COG1930,P	WP_023319042.1	UPI0003BF24ED	UniRef100_A0A8H9ZSF2,UniRef50_A8AEQ5,UniRef90_A8AEQ5
NZ_JACYMW010000010.1_48	157		DMT family transporter				WP_015371102.1	UPI0002AF4CF0	UniRef100_A0A0W0HJL6,UniRef50_F0KJ15,UniRef90_A0A1Q9QVL4
NZ_RBRK01000021.1_1	51		hypothetical protein						
NZ_JZKY01000049.1_4	76		DNA polymerase IV						UniRef50_A0A3G8EV88
NZ_ANJK01000203.1_4	160	smpB	SsrA-binding protein SmpB		GO:0003723,GO:0005829,GO:0070929	COG0691,O	WP_003377471.1	UPI0000009347	UniRef100_Q87WN1,UniRef50_Q5NFP4,UniRef90_Q87WN1
JAKWGX010000115.1_89	63	yaiA	Protein YaiA				WP_004129622.1	UPI0002439528	UniRef100_A0A285AZK0,UniRef50_P0AAN5,UniRef90_A0A6B8MTB1
NZ_RWIR01000048.1_57	386	ssuD	Alkanesulfonate monooxygenase SsuD	1.14.14.34,1.14.14.5			WP_110661682.1	UPI000D923B7B	UniRef100_A0A2W0EJZ0,UniRef50_A0A2C9EMS6,UniRef90_A0A379IE89
NZ_JACAQV010000021.1_257	249	dnaT	DnaT DNA-binding domain-containing protein				WP_177024704.1	UPI0015A25562	UniRef100_A0A7Y8GFZ4,UniRef50_J2WVV7,UniRef90_A0A1E4WV19
NZ_RWKD01000002.1_396	268		FtsX-like permease family protein						UniRef50_UPI0028A93518
NZ_LJSA01000332.1_254	270	mutM	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	3.2.2.23,4.2.99.18	GO:0003676,GO:0003684,GO:0003906,GO:0006281,GO:0006284,GO:0008270,GO:0008534,GO:0016799,GO:0019104,GO:0034039,GO:0140078		WP_095185142.1	UPI000BA314C9	UniRef100_UPI000BA314C9,UniRef50_Q88CQ5,UniRef90_C3K3N6
NZ_WKDG01000028.1_61	236		ABC transporter substrate-binding protein				WP_236470938.1	UPI001F2C9C6D	UniRef100_UPI001F3B15BD,UniRef50_A0A3M4B140,UniRef90_W0MU50
NZ_QQXD01000015.1_11	834		1,4-beta-D-glucan glucohydrolase	3.2.1.21					UniRef50_B0RTT5,UniRef90_A0A1L6J9I9
NZ_JACNAG010000053.1_31	151		Catechol 2,3-dioxygenase				WP_102624954.1	UPI000C88DABA	UniRef100_A0AB36Y1P2,UniRef50_A0A679JSW7,UniRef90_A0A1H4LKA7
NZ_CP027762.1_847	95	gatC	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	6.3.5.-	GO:0005524,GO:0006412,GO:0006424,GO:0006450,GO:0030956,GO:0050566,GO:0050567,GO:0070681		WP_003171764.1	UPI0001E98162	UniRef100_A0A5C5NPY9,UniRef50_Q87WS0,UniRef90_C3K6Y5
NZ_RPNM01000024.1_99	170		hypothetical protein						
NZ_WKBG01000049.1_9	154		MEKHLA domain-containing protein						UniRef50_Q4ZYF9,UniRef90_Q4ZYF9
JAFHEQ010000816.1_1	167		hypothetical protein						
NZ_MIND01000018.1_4687	224	ompR	Two component heavy metal response regulator			COG0745,TK	WP_034138161.1	UPI00054C64E9	UniRef100_A0AAW5AAT6,UniRef50_Q9RLJ1,UniRef90_Q88RV0
NZ_JACNBD010000102.1_9	122		Antibiotic biosynthesis monooxygenase					UPI000272CAAB	UniRef100_A0A2N7Y3I0,UniRef50_A0A109LDT4,UniRef90_A0A2N7Y3I0
NZ_JAJLIV010000108.1_10	119		hypothetical protein				WP_071014050.1	UPI0008D908CF	UniRef100_UPI0008D908CF,UniRef50_UPI0021ADC5F4,UniRef90_UPI0008D908CF
NZ_BLXF01000024.1_56	189		hypothetical protein				WP_174402349.1	UPI00157AF526	UniRef100_UPI00157AF526,UniRef50_UPI00157AF526,UniRef90_UPI00157AF526
JRXT01000010.1_162	327	pcoB	Copper resistance protein B			COG3667,P	WP_173668942.1	UPI00087D7262	UniRef100_A0A4Q8M5W3,UniRef50_A0A157SFI3,UniRef90_A0A157SFI3
NZ_BGLT01000031.1_44	154		hypothetical protein				WP_109938775.1	UPI000D6FC886	UniRef100_UPI000D6FC886,UniRef50_UPI00069C318D,UniRef90_UPI000D6FC886
NZ_LABC01000048.1_4	207		hypothetical protein						
NZ_SNVI01000002.1_3296	186		2-amino-1-hydroxyethylphosphonate dioxygenase (Glycine-forming)				WP_134465336.1	UPI001069B5E3	UniRef100_A0A4Y8MXA8,UniRef50_A0A1X1P6V9,UniRef90_A0A6J5ACY5
NZ_NBYW01000017.1_37	157	fimT	Type II secretion system protein H			COG4970,NW	WP_002551984.1	UPI0001D8C98A	UniRef100_A0A1H0GCZ8,UniRef50_F7IY51,UniRef90_F3GAI8
NZ_JAKNQO010000014.1_61	118	cdiI	CdiI immunity protein domain-containing protein						UniRef50_A0A0H5A4J1,UniRef90_UPI000E6BE9EB
NZ_FOJM01000001.1_464	241		Two component transcriptional regulator, LytTR family				WP_090979810.1	UPI0008EAD81F	UniRef100_A0A1I0SJ86,UniRef50_A0A0T5VKQ5,UniRef90_A0A1I0SJ86
NZ_VKUK01000599.1_1	82	aidB	Regulator of aidB expression				WP_163333767.1	UPI0013D80DC3	UniRef100_A0A389MRU6,UniRef50_A0A509E6Y9,UniRef90_A0A389MRU6
JACCNK010000007.1_84	45		hypothetical protein						UniRef50_UPI000B25CEEB
NZ_PDHZ01000026.1_275	351		Baseplate protein				WP_135404249.1	UPI00107F438D	UniRef100_UPI00107F438D,UniRef50_A0A7Y6TU16,UniRef90_A0A5X5VJP4
MTLK01000095.1_226	75		Transposase				WP_004131528.1	UPI000205C5E0	UniRef100_H3NB47,UniRef50_A0A378B1I7,UniRef90_H3NB47
NZ_JALJRO010000002.1_194	72		Peptidase inhibitor				WP_027616822.1	UPI0004882160	UniRef100_A0A2S8YQY3,UniRef50_A0A5E7UID8,UniRef90_A0A2S8YQY3
CABGOU010000032.1_5	306		Nucleoside ABC transporter membrane protein				WP_040119810.1	UPI0004F70110	UniRef100_A0AA44NIR3,UniRef50_W6R601,UniRef90_A0A4R1NEL3
CP056453.1_2131	595	aspS	aspartate--tRNA ligase	6.1.1.-,6.1.1.12	GO:0003676,GO:0004815,GO:0005524,GO:0005737,GO:0006422	COG0173,J	WP_004852140.1	UPI00024395C1	UniRef100_A0A249WMP9,UniRef50_P21889,UniRef90_P21889
NZ_PQKZ01000007.1_197	172		DUF4435 domain-containing protein				WP_008500363.1	UPI000287F81C	UniRef100_UPI000287F81C,UniRef50_A0A8B6RXQ7,UniRef90_UPI002FD36378
NZ_CP062804.1_2343	243		Class II aldolase/adducin family protein				WP_150992125.1	UPI0012460E7E	UniRef100_A0A643FK85,UniRef50_A0A317F8C6,UniRef90_A0A643FK85
NZ_CABVHU010000001.1_579	482	vdh	Vanillin dehydrogenase	1.2.1.67	GO:0050608	COG1012,I	WP_150796497.1	UPI00123EE04D	UniRef100_A0A5E7SD56,UniRef50_O05619,UniRef90_O69763
NZ_CP073104.1_4022	270	mutM	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	3.2.2.23,4.2.99.18	GO:0003676,GO:0003684,GO:0003906,GO:0006281,GO:0006284,GO:0008270,GO:0008534,GO:0016799,GO:0019104,GO:0034039,GO:0140078	COG0266,L	WP_007913582.1	UPI0002724549	UniRef100_A0A423N843,UniRef50_Q88CQ5,UniRef90_Q88CQ5
NZ_JAHBCQ010000009.1_41	125	mvaT	histone-like nucleoid-structuring protein MvaT		GO:0003677,GO:0071824		WP_007933316.1	UPI00026F7A56	UniRef100_A0A3D4NKK2,UniRef50_Q9HW86,UniRef90_A0A089YM69
NZ_CP078745.1_842	76		CAZy families GH39 protein						UniRef50_A0A060CKL5,UniRef90_A0A060CKL5
NZ_VSRJ01000085.1_30	150		FAD-dependent oxidoreductase				WP_174451803.1	UPI00157A7592	UniRef100_UPI00157A7592,UniRef50_UPI00157A7592,UniRef90_UPI00157A7592
JACWNS010000174.1_1	219		hypothetical protein						
NZ_CP013136.1_2099	658	abc-f	ribosomal protection-like ABC-F family protein		GO:0003677,GO:0005524,GO:0016887	COG0488,R	WP_069373864.1	UPI000847ECDE	UniRef100_UPI000847ECDE,UniRef50_A0AAJ5N762,UniRef90_A0A6M3ZTK7
NZ_JAFHZK010000008.1_122	67		Metal-binding protein						UniRef50_A0A376RHB7
NZ_NEIV01000019.1_1	59		DUF4175 domain-containing protein				WP_085609062.1	UPI000A1E61B5	UniRef100_A0AAP8NII4,UniRef50_I4K3H3,UniRef90_J3F0I6
CAJYWH010000049.1_4	258		hypothetical protein						
NZ_PDIJ01000026.1_50	100	relE	RelE family mRNA endonuclease addiction module toxin				WP_135408898.1	UPI00107F8CF2	UniRef100_UPI00107F8CF2,UniRef50_A0A2N5DZA4,UniRef90_A0A222YWE2
JABULD010000452.1_1	204	aceF	dihydrolipoyllysine-residue acetyltransferase	2.3.1.12	GO:0004742,GO:0006096,GO:0045254		WP_374011183.1	UPI0017CD6968	UniRef100_UPI001EFA92A3,UniRef50_A0AAE7DLU7,UniRef90_A0A2A2PKX5
NZ_KB316542.1_8	224		von Willebrand factor type A domain protein				WP_003421015.1	UPI0002A79180	UniRef100_UPI0002A79180,UniRef50_Q87W17,UniRef90_Q87W17
NZ_AEGG01000065.1_33	197	traX	Putative TraX protein				WP_004666730.1	UPI0001F6FD85	UniRef100_UPI0001F6FD85,UniRef50_A0A1W6QY57,UniRef90_R4IUQ9
NZ_JAHQCU010000001.1_51	96		hypothetical protein				WP_217051831.1	UPI001C2346EE	UniRef100_UPI001C2346EE,UniRef50_UPI0027F91D3A,UniRef90_UPI0027F91D3A
NZ_CP058974.1_2157	246	parA	ParA family protein				WP_198834125.1	UPI0018E72682	UniRef100_UPI0018E72682,UniRef50_UPI000A1D6B48,UniRef90_UPI0018E72682
NZ_LJRI01001329.1_1	233	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	5.6.2.2	GO:0003677,GO:0003918,GO:0005524,GO:0005694,GO:0006265	COG0187,L		UPI0006E6C9C0	UniRef100_A0A3M5MW85,UniRef50_A0A1B2LVH0,UniRef90_A0A3M3E5J6
NZ_PXKP01000613.1_1	79		hypothetical protein						
NZ_CP032332.1_176	113	hypA	hydrogenase maturation nickel metallochaperone HypA		GO:0008901,GO:0016151,GO:0036211		WP_040137113.1	UPI00049B01F3	UniRef100_A0A5B0KYZ5,UniRef50_G7ZEW3,UniRef90_A0A5B0KYZ5
NZ_JAHASA010000002.1_528	194		hypothetical protein						
CP056474.1_2744	222		Suppressor of fused-like domain-containing protein				WP_200003248.1	UPI0015E9190E	UniRef100_UPI0015E9190E,UniRef50_Q66FU1,UniRef90_UPI002A80BDC1
NZ_CP063780.1_1029	449	dnaB	replicative DNA helicase	3.6.4.12,5.6.2.3	GO:0003677,GO:0003678,GO:0005524,GO:0006260		WP_194440110.1	UPI001889B481	UniRef100_A0A7S7S5W9,UniRef50_Q4K7N7,UniRef90_A0A1E4XFL5
NZ_PYHC01000005.1_40	431		hypothetical protein				WP_108454225.1	UPI000D33989D	UniRef100_UPI000D33989D,UniRef50_A1WH45,UniRef90_K7ZZ32
NZ_POHC01000011.1_93	1523		Alpha-2-macroglobulin				WP_081013705.1	UPI0009BD23C8	UniRef100_A0A2N8C2Y4,UniRef50_Q9HVT2,UniRef90_V8R2F4
NZ_JABCNF010000001.1_871	592		Aerotolerance regulator N-terminal domain-containing protein				WP_167293537.1	UPI00141E0ABC	UniRef100_A0A7Y0ICI7,UniRef50_A0A0Q5NDT9,UniRef90_A0A7Y0ICI7
NZ_LNAB02000004.1_268	196	sigX	RNA polymerase sigma factor SigX			COG1595,K	WP_042729583.1	UPI0005B41305	UniRef100_A0A0D0MVN4,UniRef50_Q9I2W5,UniRef90_A0A0C5E1R8
NC_008751.1_103	776	napF	Glutamate synthase (NADPH) GltB3 subunit			C,COG1145	WP_043629066.1	UPI000318FDB4	UniRef100_A0A0H3A6P6,UniRef50_A0A661JSL5,UniRef90_A0A0H3A6P6
NZ_LHVJ01000025.1_73	455		DUF1329 domain-containing protein				WP_042729378.1	UPI0005B51ED1	UniRef100_A0A0G3GI11,UniRef50_A0A091ATL9,UniRef90_J2Y7P2
NZ_CDQJ01000001.1_5112	173		hypothetical protein				WP_055337746.1	UPI0006DC92C9	UniRef100_UPI0006DC92C9,UniRef50_A0AAD0S7S7,UniRef90_UPI002304E1ED
NZ_FOJM01000003.1_22	405		Glycosyltransferase involved in cell wall bisynthesis				WP_090980768.1	UPI0008E6981A	UniRef100_A0A1I0SU05,UniRef50_A0A1I0SU05,UniRef90_A0A1I0SU05
NZ_JAMYBO010000011.1_54	222		ATP-binding cassette domain-containing protein				WP_253129025.1	UPI00209AEEB3	UniRef100_UPI00209AEEB3,UniRef50_A0A679GVU8,UniRef90_A0A7Y1CEF7
NZ_CABMNH010000003.1_208	50		hypothetical protein						
NZ_JAASJE010000005.1_61	60		Lipoprotein				WP_260461712.1	UPI0021AB7DB8	UniRef100_UPI0021AB7DB8,UniRef50_A0A8B6IV24,UniRef90_A0A8B6IV24
NZ_RPMD01000119.1_22	119	hamA	Hachiman antiphage defense system protein HamA				WP_127635155.1	UPI000FDBBF73	UniRef100_UPI000FDBBF73,UniRef50_A0A840YR14,UniRef90_UPI000FDBBF73
NZ_JADVEO010000024.1_27	88		Zinc finger DksA/TraR C4-type domain-containing protein						UniRef50_A0A0K3R167,UniRef90_I3W4F4
JAIOYQ010000005.1_2	97		hypothetical protein						
JAIHQN010000118.1_1	84	doxX	DoxX family protein						UniRef50_UPI00358F3F8A
NZ_JZDA01000108.1_17	195		Phage baseplate assembly protein V						UniRef50_J7SK35
NZ_QLTK01000019.1_71	106		Fis family transcriptional regulator				WP_105508698.1	UPI000CFAACB6	UniRef100_A0A5B0HD84,UniRef50_A0A6J5DCY1,UniRef90_Q13Q60
NZ_JAMGGC010000023.1_1	119		hypothetical protein						
NZ_BIHE01000002.1_268	136		Tyr recombinase domain-containing protein						UniRef50_A0A8S0FQP1
NZ_JACWBZ010000280.1_1	82		type VI secretion system Vgr family protein						UniRef50_UPI0013277090
NZ_JALDNZ010000027.1_108	275	ugpE	Maltose/maltodextrin ABC transporter, permease protein MalG			COG0395,G	WP_024108322.1	UPI0003A5B64C	UniRef100_A0AAP2CZ95,UniRef50_A0A239Q121,UniRef90_E0SB77
NZ_CP049188.1_606	69		hypothetical protein						
NZ_VZPS01000022.1_29	489		DUF3300 domain-containing protein				WP_075949436.1	UPI00087B8B2D	UniRef100_A0A1H0TYT7,UniRef50_Q88H47,UniRef90_A0A0Q8AAM4
BFCL01000134.1_1	147		hypothetical protein						
NZ_JACWOW010000094.1_22	141	eamA	EamA domain-containing protein						UniRef50_A0A3N5L788
NZ_JAHYPD010000124.1_9	147		Lipocalin-like domain-containing protein				WP_032591120.1	UPI00031ACC63	UniRef100_F3PNT4,UniRef50_F8N554,UniRef90_F3PNT4
NZ_JACWPV010000095.1_1	64		Lipoprotein				WP_144061899.1	UPI000AF924F0	UniRef100_UPI000AF924F0,UniRef50_A0A401K9D1,UniRef90_A0A401K9D1
NZ_JACLTY010000061.1_146	90	araC	AraC family transcriptional regulator						UniRef50_UPI00146F1CC3,UniRef90_UPI00146F1CC3
NZ_CP017288.1_71	239		Sel1 repeat family protein				WP_077138911.1	UPI00097CCE1E	UniRef100_UPI00097CCE1E,UniRef50_A0A160HQX3,UniRef90_A0A160HQX3
NZ_JACHCW010000005.1_218	96	rplW	50S ribosomal protein L23		GO:0003735,GO:0005840,GO:0006412	COG0089,J	WP_012780778.1	UPI00019EF91D	UniRef100_C6Y0R5,UniRef50_C6Y0R5,UniRef90_C6Y0R5
NZ_LMCV01000010.1_1	211		hypothetical protein						
NZ_RQRS01000009.1_90	463	hisS	histidine--tRNA ligase	6.1.1.21	GO:0004821,GO:0005524,GO:0005737,GO:0006427		WP_131537518.1	UPI0010398758	UniRef100_UPI0010398758,UniRef50_A0A0J0Y3K2,UniRef90_A0A0J0Y3K2
NZ_RZVR01000345.1_1	128	tssJ	type VI secretion system lipoprotein TssJ		GO:0033103		WP_127791538.1	UPI000FD6C28D	UniRef100_A0A376L0D0,UniRef50_A0A9P3SPA1,UniRef90_A0AAP6R6H8
NZ_PKLC01000018.1_237	500		Apea-like HEPN domain-containing protein						UniRef50_A0A0B1ZB42,UniRef90_A0A423LMZ8
NZ_WKCL01000051.1_2	71		DUF2783 domain-containing protein				WP_071483097.1	UPI0008961E2B	UniRef100_A0A1S2V756,UniRef50_A0A5F0JIX9,UniRef90_A0A1S2V756
DOAB01000175.1_15	69		hypothetical protein						
NZ_VWXW01000119.1_69	86		hypothetical protein				WP_223816882.1	UPI001CC1D11B	UniRef100_A0A109KRU0,UniRef50_A0A921NI01,UniRef90_A0A109KRU0
NZ_JXAZ01000127.1_1	188	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	1.1.1.262,2.7.1.219,2.7.1.220	GO:0008615,GO:0050570		WP_328514478.1	UPI000A74CF7F	UniRef100_F6G8W2,UniRef50_A0AAP5Q4Z9,UniRef90_D8P5H1
NZ_VAAM01000031.1_22	85	korC	transcriptional repressor KorC		GO:0003677		WP_011222111.1	UPI00004539DF	UniRef100_A0A2L0U0C9,UniRef50_Q52277,UniRef90_Q52277
NZ_POHR01000002.1_50	673		Terminase				WP_102668867.1	UPI000C8859C7	UniRef100_A0A2N8F2L0,UniRef50_A0A5E7HNL4,UniRef90_A0A5E7HNL4
NZ_VKDU01000316.1_1	127		hypothetical protein						
